"","Address","Sale.Price","Sqr.Ft","Bedrooms","Baths","Neighborhood","Walk.Score","School.District"
"926","5 Buckingham Pl,Cambridge, MA 02138","4800000","3719","5","4","Cambridge","82","VassalLaneUpperSchool"
"927","5 Buckingham Pl,Cambridge, MA 02138","4800000","3719","5","4","Cambridge","82","CambridgeRindgeAndLatin"
"928","5 Buckingham Pl,Cambridge, MA 02138","4800000","3719","5","4","Cambridge","82","NRGermanInternationalSchoolBostonPrivatePreschoolNearbyschool"
"929","5 Buckingham Pl,Cambridge, MA 02138","4800000","3719","5","4","Cambridge","82","NRStPeterElementarySchoolPrivatePreschooltoNearbyschool"
"930","5 Buckingham Pl,Cambridge, MA 02138","4800000","3719","5","4","Cambridge","82","GrahamAndParks"
"931","5 Buckingham Pl,Cambridge, MA 02138","4800000","3719","5","4","Cambridge","82","NRCambridgeMontessoriSchoolPrivatePreschooltoNearbyschool"
"932","5 Buckingham Pl,Cambridge, MA 02138","4800000","3719","5","4","Cambridge","82","VassalLaneUpperSchool"
"933","5 Buckingham Pl,Cambridge, MA 02138","4800000","3719","5","4","Cambridge","82","NRBuckinghamBrowneNicholsSchoolPrivatePreschooltoNearbyschool"
"934","5 Buckingham Pl,Cambridge, MA 02138","4800000","3719","5","4","Cambridge","82","NRCambridgeFriendsSchoolPrivatePreschooltoNearbyschool"
"935","5 Buckingham Pl,Cambridge, MA 02138","4800000","3719","5","4","Cambridge","82","NRGermanInternationalSchoolBostonPrivatePreschooltoNearbyschool"
"936","5 Buckingham Pl,Cambridge, MA 02138","4800000","3719","5","4","Cambridge","82","CambridgeRindgeAndLatin"
"937","250 Brattle St #21,Cambridge, MA 02138","725000","928","2","1Bath","West Cambridge","72","Haggerty"
"938","250 Brattle St #21,Cambridge, MA 02138","725000","928","2","1Bath","West Cambridge","72","NRShadyHillSchoolPrivatePreschoolNearbyschool"
"939","250 Brattle St #21,Cambridge, MA 02138","725000","928","2","1Bath","West Cambridge","72","NRBuckinghamBrowneNicholsSchoolPrivatePreschoolNearbyschool"
"940","250 Brattle St #21,Cambridge, MA 02138","725000","928","2","1Bath","West Cambridge","72","NRAtriumSchoolPrivatePreschoolNearbyschool"
"941","250 Brattle St #21,Cambridge, MA 02138","725000","928","2","1Bath","West Cambridge","72","VassalLaneUpperSchool"
"942","250 Brattle St #21,Cambridge, MA 02138","725000","928","2","1Bath","West Cambridge","72","CambridgeRindgeAndLatin"
"943","250 Brattle St #21,Cambridge, MA 02138","725000","928","2","1Bath","West Cambridge","72","NRGermanInternationalSchoolBostonPrivatePreschoolNearbyschool"
"944","86 Henry St #3,Cambridge, MA 02139","980000","1188","3","2","Cambridge","88","NRMalikAcademyAlBustanPreschoolPrivatePreschoolNearbyschool"
"945","86 Henry St #3,Cambridge, MA 02139","980000","1188","3","2","Cambridge","88","Morse"
"946","86 Henry St #3,Cambridge, MA 02139","980000","1188","3","2","Cambridge","88","NRNewEnglandHebrewAcademyPrivatePreschoolNearbyschool"
"947","86 Henry St #3,Cambridge, MA 02139","980000","1188","3","2","Cambridge","88","AmigosSchool"
"948","86 Henry St #3,Cambridge, MA 02139","980000","1188","3","2","Cambridge","88","NRNehalubavitchSchoolForGirlsPrivatePreschoolNearbyschool"
"949","86 Henry St #3,Cambridge, MA 02139","980000","1188","3","2","Cambridge","88","NRJamesFFarrAcademyPrivateNearbyschool"
"950","86 Henry St #3,Cambridge, MA 02139","980000","1188","3","2","Cambridge","88","NRIvyStreetSchoolPrivateNearbyschool"
"951","86 Henry St #3,Cambridge, MA 02139","980000","1188","3","2","Cambridge","88","NRFarrJamesFPrivateNearbyschool"
"952","86 Henry St #3,Cambridge, MA 02139","980000","1188","3","2","Cambridge","88","NRBostonUniversityAcademyPrivateNearbyschool"
"953","90 Holworthy St,Cambridge, MA 02138","2156000","2460","4","4.5","Cambridge","84","Haggerty"
"954","90 Holworthy St,Cambridge, MA 02138","2156000","2460","4","4.5","Cambridge","84","NRHaggertySchoolPrivateKtoNearbyschool"
"955","90 Holworthy St,Cambridge, MA 02138","2156000","2460","4","4.5","Cambridge","84","NRAtriumSchoolPrivatePreschooltoNearbyschool"
"956","90 Holworthy St,Cambridge, MA 02138","2156000","2460","4","4.5","Cambridge","84","VassalLaneUpperSchool"
"957","90 Holworthy St,Cambridge, MA 02138","2156000","2460","4","4.5","Cambridge","84","WatertownHigh"
"958","90 Holworthy St,Cambridge, MA 02138","2156000","2460","4","4.5","Cambridge","84","NRBuckinghamBrowneNicholsSchoolPrivatePreschooltoNearbyschool"
"959","90 Holworthy St,Cambridge, MA 02138","2156000","2460","4","4.5","Cambridge","84","NRGermanInternationalSchoolBostonPrivatePreschooltoNearbyschool"
"960","40 Raymond Ave Unit B,Somerville, MA 02144","685000","1158","2","1Bath","Somerville","84","WestSomervilleNeighborhood"
"961","40 Raymond Ave Unit B,Somerville, MA 02144","685000","1158","2","1Bath","Somerville","84","NRInternationalSchoolofBostonPrivatePreschooltoNearbyschool"
"962","40 Raymond Ave Unit B,Somerville, MA 02144","685000","1158","2","1Bath","Somerville","84","NRStClementParishSchoolsPrivatePreschooltoNearbyschool"
"963","40 Raymond Ave Unit B,Somerville, MA 02144","685000","1158","2","1Bath","Somerville","84","NRDearbornAcademyPrivatetoNearbyschool"
"964","40 Raymond Ave Unit B,Somerville, MA 02144","685000","1158","2","1Bath","Somerville","84","NRLesleyEllisSchoolPrivatePreschooltoNearbyschool"
"965","40 Raymond Ave Unit B,Somerville, MA 02144","685000","1158","2","1Bath","Somerville","84","SomervilleHigh"
"966","31 Adams St #2,Somerville, MA 02145","515000","908","2","1Bath","Magoun Square","86","NRStAnnSchoolPrivatePreschoolNearbyschool"
"967","31 Adams St #2,Somerville, MA 02145","515000","908","2","1Bath","Magoun Square","86","WinterHillCommunity"
"968","31 Adams St #2,Somerville, MA 02145","515000","908","2","1Bath","Magoun Square","86","NRStCatherineofGenoaSchoolPrivatePreschoolNearbyschool"
"969","31 Adams St #2,Somerville, MA 02145","515000","908","2","1Bath","Magoun Square","86","ArthurDHealey"
"970","31 Adams St #2,Somerville, MA 02145","515000","908","2","1Bath","Magoun Square","86","SomervilleHigh"
"971","146 W Adams St,Somerville, MA 02144","1250000","2837","7","3","Somerville","77","WestSomervilleNeighborhood"
"972","146 W Adams St,Somerville, MA 02144","1250000","2837","7","3","Somerville","77","NRInternationalSchoolofBostonPrivatePreschoolNearbyschool"
"973","146 W Adams St,Somerville, MA 02144","1250000","2837","7","3","Somerville","77","NRStClementParishSchoolsPrivatePreschoolNearbyschool"
"974","146 W Adams St,Somerville, MA 02144","1250000","2837","7","3","Somerville","77","NRDearbornAcademyPrivateNearbyschool"
"975","146 W Adams St,Somerville, MA 02144","1250000","2837","7","3","Somerville","77","NRLesleyEllisSchoolPrivatePreschoolNearbyschool"
"976","146 W Adams St,Somerville, MA 02144","1250000","2837","7","3","Somerville","77","SomervilleHigh"
"977","20 Holyoke Rd,Somerville, MA 02144","933000","1834","3","1.5","Porter Sq.","96","JohnFKennedy"
"978","20 Holyoke Rd,Somerville, MA 02144","933000","1834","3","1.5","Porter Sq.","96","MariaLBaldwin"
"979","20 Holyoke Rd,Somerville, MA 02144","933000","1834","3","1.5","Porter Sq.","96","RindgeAvenueUpperSchool"
"980","20 Holyoke Rd,Somerville, MA 02144","933000","1834","3","1.5","Porter Sq.","96","NRStCatherineofGenoaSchoolPrivatePreschooltoNearbyschool"
"981","20 Holyoke Rd,Somerville, MA 02144","933000","1834","3","1.5","Porter Sq.","96","SomervilleHigh"
"982","18 Leland St,Somerville, MA 02143","1500000","2934","9","3","Somerville","96","AlbertFArgenzianoSchoolAtLincolnPark"
"983","18 Leland St,Somerville, MA 02143","1500000","2934","9","3","Somerville","96","NRStAnthonyElementarySchoolPrivateKtoNearbyschool"
"984","18 Leland St,Somerville, MA 02143","1500000","2934","9","3","Somerville","96","NRStCatherineofGenoaSchoolPrivatePreschooltoNearbyschool"
"985","18 Leland St,Somerville, MA 02143","1500000","2934","9","3","Somerville","96","WinterHillCommunity"
"986","18 Leland St,Somerville, MA 02143","1500000","2934","9","3","Somerville","96","NRStAnnSchoolPrivatePreschooltoNearbyschool"
"987","18 Leland St,Somerville, MA 02143","1500000","2934","9","3","Somerville","96","SomervilleHigh"
