"","Address","Sale.Price","Sqr.Ft","Bedrooms","Baths","Neighborhood","Walk.Score","School.District"
"1","81 Waltham St #4,Boston, MA 02118","823000","758",NA,"1Bath","South End","99","RafaelHernandez"
"2","81 Waltham St #4,Boston, MA 02118","823000","758",NA,"1Bath","South End","99","MichaelJPerkins"
"3","81 Waltham St #4,Boston, MA 02118","823000","758",NA,"1Bath","South End","99","RichardJMurphy"
"4","81 Waltham St #4,Boston, MA 02118","823000","758",NA,"1Bath","South End","99","DrWilliamHendersonUpper"
"5","81 Waltham St #4,Boston, MA 02118","823000","758",NA,"1Bath","South End","99","BostonLatinAcademy"
"6","81 Waltham St #4,Boston, MA 02118","823000","758",NA,"1Bath","South End","99","CharlestownHigh"
"7","23 Upton St #3,Boston, MA 02118","3000000","2100","3","2.5","South End","99","MichaelJPerkins"
"8","23 Upton St #3,Boston, MA 02118","3000000","2100","3","2.5","South End","99","RafaelHernandez"
"9","23 Upton St #3,Boston, MA 02118","3000000","2100","3","2.5","South End","99","RichardJMurphy"
"10","23 Upton St #3,Boston, MA 02118","3000000","2100","3","2.5","South End","99","DrWilliamHendersonUpper"
"11","23 Upton St #3,Boston, MA 02118","3000000","2100","3","2.5","South End","99","BostonLatinAcademy"
"12","23 Upton St #3,Boston, MA 02118","3000000","2100","3","2.5","South End","99","CharlestownHigh"
"13","485 Harrison Ave #204,Boston, MA 02118","1125000","1178",NA,"1Bath","South End","99","RafaelHernandez"
"14","485 Harrison Ave #204,Boston, MA 02118","1125000","1178",NA,"1Bath","South End","99","MichaelJPerkins"
"15","485 Harrison Ave #204,Boston, MA 02118","1125000","1178",NA,"1Bath","South End","99","DrWilliamHendersonUpper"
"16","485 Harrison Ave #204,Boston, MA 02118","1125000","1178",NA,"1Bath","South End","99","RichardJMurphy"
"17","485 Harrison Ave #204,Boston, MA 02118","1125000","1178",NA,"1Bath","South End","99","CharlestownHigh"
"18","485 Harrison Ave #204,Boston, MA 02118","1125000","1178",NA,"1Bath","South End","99","BostonLatinAcademy"
"19","242 Shawmut Ave Ph,Boston, MA 02118","2985000","2432","3","3","South End","99","RafaelHernandez"
"20","242 Shawmut Ave Ph,Boston, MA 02118","2985000","2432","3","3","South End","99","MichaelJPerkins"
"21","242 Shawmut Ave Ph,Boston, MA 02118","2985000","2432","3","3","South End","99","DrWilliamHendersonUpper"
"22","242 Shawmut Ave Ph,Boston, MA 02118","2985000","2432","3","3","South End","99","RichardJMurphy"
"23","242 Shawmut Ave Ph,Boston, MA 02118","2985000","2432","3","3","South End","99","CharlestownHigh"
"24","242 Shawmut Ave Ph,Boston, MA 02118","2985000","2432","3","3","South End","99","BostonLatinAcademy"
"25","66 Appleton #2,Boston, MA 02116","587000","492",NA,"1Bath","South End","99","RafaelHernandez"
"26","66 Appleton #2,Boston, MA 02116","587000","492",NA,"1Bath","South End","99","MichaelJPerkins"
"27","66 Appleton #2,Boston, MA 02116","587000","492",NA,"1Bath","South End","99","RichardJMurphy"
"28","66 Appleton #2,Boston, MA 02116","587000","492",NA,"1Bath","South End","99","DrWilliamHendersonUpper"
"29","66 Appleton #2,Boston, MA 02116","587000","492",NA,"1Bath","South End","99","CharlestownHigh"
"30","66 Appleton #2,Boston, MA 02116","587000","492",NA,"1Bath","South End","99","BostonLatinAcademy"
"31","424 Gallivan Blvd,Boston, MA 02124","729000","1326","4","1.5","Ashmont / Adams","84","RafaelHernandez"
"32","424 Gallivan Blvd,Boston, MA 02124","729000","1326","4","1.5","Ashmont / Adams","84","MichaelJPerkins"
"33","424 Gallivan Blvd,Boston, MA 02124","729000","1326","4","1.5","Ashmont / Adams","84","RichardJMurphy"
"34","424 Gallivan Blvd,Boston, MA 02124","729000","1326","4","1.5","Ashmont / Adams","84","DrWilliamHendersonUpper"
"35","424 Gallivan Blvd,Boston, MA 02124","729000","1326","4","1.5","Ashmont / Adams","84","BostonLatinAcademy"
"36","424 Gallivan Blvd,Boston, MA 02124","729000","1326","4","1.5","Ashmont / Adams","84","TheEnglishHigh"
"37","6 Ashmont St #3,Boston, MA 02124","635000","1449","3","2","Dorchester's Ashmont","84","MichaelJPerkins"
"38","6 Ashmont St #3,Boston, MA 02124","635000","1449","3","2","Dorchester's Ashmont","84","RafaelHernandez"
"39","6 Ashmont St #3,Boston, MA 02124","635000","1449","3","2","Dorchester's Ashmont","84","RichardJMurphy"
"40","6 Ashmont St #3,Boston, MA 02124","635000","1449","3","2","Dorchester's Ashmont","84","DrWilliamHendersonUpper"
"41","6 Ashmont St #3,Boston, MA 02124","635000","1449","3","2","Dorchester's Ashmont","84","BostonLatinAcademy"
"42","6 Ashmont St #3,Boston, MA 02124","635000","1449","3","2","Dorchester's Ashmont","84","TheEnglishHigh"
"43","141 Savin Hill Ave Unit 33B,Boston, MA 02125","480000","785","2","1Bath","Boston","80","RafaelHernandez"
"44","141 Savin Hill Ave Unit 33B,Boston, MA 02125","480000","785","2","1Bath","Boston","80","MichaelJPerkins"
"45","141 Savin Hill Ave Unit 33B,Boston, MA 02125","480000","785","2","1Bath","Boston","80","RichardJMurphy"
"46","141 Savin Hill Ave Unit 33B,Boston, MA 02125","480000","785","2","1Bath","Boston","80","DrWilliamHendersonUpper"
"47","141 Savin Hill Ave Unit 33B,Boston, MA 02125","480000","785","2","1Bath","Boston","80","BostonLatinAcademy"
"48","141 Savin Hill Ave Unit 33B,Boston, MA 02125","480000","785","2","1Bath","Boston","80","TheEnglishHigh"
"49","160 GRAMPIAN Way,Boston, MA 02125","1149000","1940","3","2.5","Dorchester","61","MichaelJPerkins"
"50","160 GRAMPIAN Way,Boston, MA 02125","1149000","1940","3","2.5","Dorchester","61","RafaelHernandez"
"51","160 GRAMPIAN Way,Boston, MA 02125","1149000","1940","3","2.5","Dorchester","61","DrWilliamHendersonUpper"
"52","160 GRAMPIAN Way,Boston, MA 02125","1149000","1940","3","2.5","Dorchester","61","RichardJMurphy"
"53","160 GRAMPIAN Way,Boston, MA 02125","1149000","1940","3","2.5","Dorchester","61","TheEnglishHigh"
"54","160 GRAMPIAN Way,Boston, MA 02125","1149000","1940","3","2.5","Dorchester","61","BostonLatinAcademy"
"55","29 Gibson St Unit 2L,Boston, MA 02122","360000","726","2","1Bath","Dorchester's Fields Corner","86","MichaelJPerkins"
"56","29 Gibson St Unit 2L,Boston, MA 02122","360000","726","2","1Bath","Dorchester's Fields Corner","86","RafaelHernandez"
"57","29 Gibson St Unit 2L,Boston, MA 02122","360000","726","2","1Bath","Dorchester's Fields Corner","86","DrWilliamHendersonUpper"
"58","29 Gibson St Unit 2L,Boston, MA 02122","360000","726","2","1Bath","Dorchester's Fields Corner","86","RichardJMurphy"
"59","29 Gibson St Unit 2L,Boston, MA 02122","360000","726","2","1Bath","Dorchester's Fields Corner","86","TheEnglishHigh"
"60","29 Gibson St Unit 2L,Boston, MA 02122","360000","726","2","1Bath","Dorchester's Fields Corner","86","BostonLatinAcademy"
"61","43 Circuit St #1,Boston, MA 02119","413000","1097","3","1.5","Roxbury","80","RafaelHernandez"
"62","43 Circuit St #1,Boston, MA 02119","413000","1097","3","1.5","Roxbury","80","MichaelJPerkins"
"63","43 Circuit St #1,Boston, MA 02119","413000","1097","3","1.5","Roxbury","80","RichardJMurphy"
"64","43 Circuit St #1,Boston, MA 02119","413000","1097","3","1.5","Roxbury","80","DrWilliamHendersonUpper"
"65","43 Circuit St #1,Boston, MA 02119","413000","1097","3","1.5","Roxbury","80","TheEnglishHigh"
"66","43 Circuit St #1,Boston, MA 02119","413000","1097","3","1.5","Roxbury","80","BostonLatinAcademy"
"67","16-18 Fernboro St,Boston, MA 02121","1650000","8334","18","7","Boston","85","MichaelJPerkins"
"68","16-18 Fernboro St,Boston, MA 02121","1650000","8334","18","7","Boston","85","RafaelHernandez"
"69","16-18 Fernboro St,Boston, MA 02121","1650000","8334","18","7","Boston","85","RichardJMurphy"
"70","16-18 Fernboro St,Boston, MA 02121","1650000","8334","18","7","Boston","85","DrWilliamHendersonUpper"
"71","16-18 Fernboro St,Boston, MA 02121","1650000","8334","18","7","Boston","85","TheEnglishHigh"
"72","16-18 Fernboro St,Boston, MA 02121","1650000","8334","18","7","Boston","85","BostonLatinAcademy"
"73","38 Woodford St,Boston, MA 02125","850000","3594","9","3","Boston","85","RafaelHernandez"
"74","38 Woodford St,Boston, MA 02125","850000","3594","9","3","Boston","85","MichaelJPerkins"
"75","38 Woodford St,Boston, MA 02125","850000","3594","9","3","Boston","85","DrWilliamHendersonUpper"
"76","38 Woodford St,Boston, MA 02125","850000","3594","9","3","Boston","85","RichardJMurphy"
"77","38 Woodford St,Boston, MA 02125","850000","3594","9","3","Boston","85","TheEnglishHigh"
"78","38 Woodford St,Boston, MA 02125","850000","3594","9","3","Boston","85","BostonLatinAcademy"
"79","66 Rockland St,Boston, MA 02119","747000","2310","6","3","Roxbury","74","RafaelHernandez"
"80","66 Rockland St,Boston, MA 02119","747000","2310","6","3","Roxbury","74","MichaelJPerkins"
"81","66 Rockland St,Boston, MA 02119","747000","2310","6","3","Roxbury","74","RichardJMurphy"
"82","66 Rockland St,Boston, MA 02119","747000","2310","6","3","Roxbury","74","DrWilliamHendersonUpper"
"83","66 Rockland St,Boston, MA 02119","747000","2310","6","3","Roxbury","74","BostonLatinAcademy"
"84","66 Rockland St,Boston, MA 02119","747000","2310","6","3","Roxbury","74","TheEnglishHigh"
"85","28 Wabon St,Boston, MA 02121","530000","1790","3","2","Roxbury","81","RafaelHernandez"
"86","28 Wabon St,Boston, MA 02121","530000","1790","3","2","Roxbury","81","MichaelJPerkins"
"87","28 Wabon St,Boston, MA 02121","530000","1790","3","2","Roxbury","81","DrWilliamHendersonUpper"
"88","28 Wabon St,Boston, MA 02121","530000","1790","3","2","Roxbury","81","RichardJMurphy"
"89","28 Wabon St,Boston, MA 02121","530000","1790","3","2","Roxbury","81","TheEnglishHigh"
"90","28 Wabon St,Boston, MA 02121","530000","1790","3","2","Roxbury","81","BostonLatinAcademy"
"91","91-93 Rossmore Rd #3,Boston, MA 02130","570000","1082","2","1Bath","Jamaica Plain","72","RafaelHernandez"
"92","91-93 Rossmore Rd #3,Boston, MA 02130","570000","1082","2","1Bath","Jamaica Plain","72","PhineasBates"
"93","91-93 Rossmore Rd #3,Boston, MA 02130","570000","1082","2","1Bath","Jamaica Plain","72","RichardJMurphy"
"94","91-93 Rossmore Rd #3,Boston, MA 02130","570000","1082","2","1Bath","Jamaica Plain","72","DrWilliamHendersonUpper"
"95","91-93 Rossmore Rd #3,Boston, MA 02130","570000","1082","2","1Bath","Jamaica Plain","72","TheEnglishHigh"
"96","91-93 Rossmore Rd #3,Boston, MA 02130","570000","1082","2","1Bath","Jamaica Plain","72","BostonLatinAcademy"
"97","21 Edge Hill St,Boston, MA 02130","795000","1329","3","1.5","Jamaica Plain","93","MichaelJPerkins"
"98","21 Edge Hill St,Boston, MA 02130","795000","1329","3","1.5","Jamaica Plain","93","RafaelHernandez"
"99","21 Edge Hill St,Boston, MA 02130","795000","1329","3","1.5","Jamaica Plain","93","DrWilliamHendersonUpper"
"100","21 Edge Hill St,Boston, MA 02130","795000","1329","3","1.5","Jamaica Plain","93","RichardJMurphy"
"101","21 Edge Hill St,Boston, MA 02130","795000","1329","3","1.5","Jamaica Plain","93","TheEnglishHigh"
"102","21 Edge Hill St,Boston, MA 02130","795000","1329","3","1.5","Jamaica Plain","93","BostonLatinAcademy"
"103","4 BOLSTER St,Boston, MA 02130","700000","2154","4","1.5","Boston","94","MichaelJPerkins"
"104","4 BOLSTER St,Boston, MA 02130","700000","2154","4","1.5","Boston","94","RafaelHernandez"
"105","4 BOLSTER St,Boston, MA 02130","700000","2154","4","1.5","Boston","94","DrWilliamHendersonUpper"
"106","4 BOLSTER St,Boston, MA 02130","700000","2154","4","1.5","Boston","94","RichardJMurphy"
"107","4 BOLSTER St,Boston, MA 02130","700000","2154","4","1.5","Boston","94","TheEnglishHigh"
"108","4 BOLSTER St,Boston, MA 02130","700000","2154","4","1.5","Boston","94","BostonLatinAcademy"
"109","67 Weld Hill St #2,Boston, MA 02130","579000","1109","2","1Bath","Jamaica Plain","75","PhineasBates"
"110","67 Weld Hill St #2,Boston, MA 02130","579000","1109","2","1Bath","Jamaica Plain","75","RafaelHernandez"
"111","67 Weld Hill St #2,Boston, MA 02130","579000","1109","2","1Bath","Jamaica Plain","75","Lyndon"
"112","67 Weld Hill St #2,Boston, MA 02130","579000","1109","2","1Bath","Jamaica Plain","75","DrWilliamHendersonUpper"
"113","67 Weld Hill St #2,Boston, MA 02130","579000","1109","2","1Bath","Jamaica Plain","75","TheEnglishHigh"
"114","67 Weld Hill St #2,Boston, MA 02130","579000","1109","2","1Bath","Jamaica Plain","75","BostonLatinAcademy"
"115","18 Boynton St #2,Boston, MA 02130","549000","858","2","1Bath","Jamaica Plain","90","Mozart"
"116","18 Boynton St #2,Boston, MA 02130","549000","858","2","1Bath","Jamaica Plain","90","RafaelHernandez"
"117","18 Boynton St #2,Boston, MA 02130","549000","858","2","1Bath","Jamaica Plain","90","Lyndon"
"118","18 Boynton St #2,Boston, MA 02130","549000","858","2","1Bath","Jamaica Plain","90","DrWilliamHendersonUpper"
"119","18 Boynton St #2,Boston, MA 02130","549000","858","2","1Bath","Jamaica Plain","90","BostonLatinAcademy"
"120","18 Boynton St #2,Boston, MA 02130","549000","858","2","1Bath","Jamaica Plain","90","TheEnglishHigh"
"121","81 Waltham St #4,Boston, MA 02118","823000","758",NA,"1Bath","South End","99","RafaelHernandez"
"122","81 Waltham St #4,Boston, MA 02118","823000","758",NA,"1Bath","South End","99","MichaelJPerkins"
"123","81 Waltham St #4,Boston, MA 02118","823000","758",NA,"1Bath","South End","99","RichardJMurphy"
"124","81 Waltham St #4,Boston, MA 02118","823000","758",NA,"1Bath","South End","99","DrWilliamHendersonUpper"
"125","81 Waltham St #4,Boston, MA 02118","823000","758",NA,"1Bath","South End","99","BostonLatinAcademy"
"126","81 Waltham St #4,Boston, MA 02118","823000","758",NA,"1Bath","South End","99","CharlestownHigh"
"127","23 Upton St #3,Boston, MA 02118","3000000","2100","3","2.5","South End","99","MichaelJPerkins"
"128","23 Upton St #3,Boston, MA 02118","3000000","2100","3","2.5","South End","99","RafaelHernandez"
"129","23 Upton St #3,Boston, MA 02118","3000000","2100","3","2.5","South End","99","RichardJMurphy"
"130","23 Upton St #3,Boston, MA 02118","3000000","2100","3","2.5","South End","99","DrWilliamHendersonUpper"
"131","23 Upton St #3,Boston, MA 02118","3000000","2100","3","2.5","South End","99","BostonLatinAcademy"
"132","23 Upton St #3,Boston, MA 02118","3000000","2100","3","2.5","South End","99","CharlestownHigh"
"133","485 Harrison Ave #204,Boston, MA 02118","1125000","1178",NA,"1Bath","South End","99","RafaelHernandez"
"134","485 Harrison Ave #204,Boston, MA 02118","1125000","1178",NA,"1Bath","South End","99","MichaelJPerkins"
"135","485 Harrison Ave #204,Boston, MA 02118","1125000","1178",NA,"1Bath","South End","99","DrWilliamHendersonUpper"
"136","485 Harrison Ave #204,Boston, MA 02118","1125000","1178",NA,"1Bath","South End","99","RichardJMurphy"
"137","485 Harrison Ave #204,Boston, MA 02118","1125000","1178",NA,"1Bath","South End","99","CharlestownHigh"
"138","485 Harrison Ave #204,Boston, MA 02118","1125000","1178",NA,"1Bath","South End","99","BostonLatinAcademy"
"139","242 Shawmut Ave Ph,Boston, MA 02118","2985000","2432","3","3","South End","99","RafaelHernandez"
"140","242 Shawmut Ave Ph,Boston, MA 02118","2985000","2432","3","3","South End","99","MichaelJPerkins"
"141","242 Shawmut Ave Ph,Boston, MA 02118","2985000","2432","3","3","South End","99","DrWilliamHendersonUpper"
"142","242 Shawmut Ave Ph,Boston, MA 02118","2985000","2432","3","3","South End","99","RichardJMurphy"
"143","242 Shawmut Ave Ph,Boston, MA 02118","2985000","2432","3","3","South End","99","CharlestownHigh"
"144","242 Shawmut Ave Ph,Boston, MA 02118","2985000","2432","3","3","South End","99","BostonLatinAcademy"
"145","66 Appleton #2,Boston, MA 02116","587000","492",NA,"1Bath","South End","99","RafaelHernandez"
"146","66 Appleton #2,Boston, MA 02116","587000","492",NA,"1Bath","South End","99","MichaelJPerkins"
"147","66 Appleton #2,Boston, MA 02116","587000","492",NA,"1Bath","South End","99","RichardJMurphy"
"148","66 Appleton #2,Boston, MA 02116","587000","492",NA,"1Bath","South End","99","DrWilliamHendersonUpper"
"149","66 Appleton #2,Boston, MA 02116","587000","492",NA,"1Bath","South End","99","CharlestownHigh"
"150","66 Appleton #2,Boston, MA 02116","587000","492",NA,"1Bath","South End","99","BostonLatinAcademy"
"151","424 Gallivan Blvd,Boston, MA 02124","729000","1326","4","1.5","Ashmont / Adams","84","RafaelHernandez"
"152","424 Gallivan Blvd,Boston, MA 02124","729000","1326","4","1.5","Ashmont / Adams","84","MichaelJPerkins"
"153","424 Gallivan Blvd,Boston, MA 02124","729000","1326","4","1.5","Ashmont / Adams","84","RichardJMurphy"
"154","424 Gallivan Blvd,Boston, MA 02124","729000","1326","4","1.5","Ashmont / Adams","84","DrWilliamHendersonUpper"
"155","424 Gallivan Blvd,Boston, MA 02124","729000","1326","4","1.5","Ashmont / Adams","84","BostonLatinAcademy"
"156","424 Gallivan Blvd,Boston, MA 02124","729000","1326","4","1.5","Ashmont / Adams","84","TheEnglishHigh"
"157","6 Ashmont St #3,Boston, MA 02124","635000","1449","3","2","Dorchester's Ashmont","84","MichaelJPerkins"
"158","6 Ashmont St #3,Boston, MA 02124","635000","1449","3","2","Dorchester's Ashmont","84","RafaelHernandez"
"159","6 Ashmont St #3,Boston, MA 02124","635000","1449","3","2","Dorchester's Ashmont","84","RichardJMurphy"
"160","6 Ashmont St #3,Boston, MA 02124","635000","1449","3","2","Dorchester's Ashmont","84","DrWilliamHendersonUpper"
"161","6 Ashmont St #3,Boston, MA 02124","635000","1449","3","2","Dorchester's Ashmont","84","BostonLatinAcademy"
"162","6 Ashmont St #3,Boston, MA 02124","635000","1449","3","2","Dorchester's Ashmont","84","TheEnglishHigh"
"163","141 Savin Hill Ave Unit 33B,Boston, MA 02125","480000","785","2","1Bath","Boston","80","RafaelHernandez"
"164","141 Savin Hill Ave Unit 33B,Boston, MA 02125","480000","785","2","1Bath","Boston","80","MichaelJPerkins"
"165","141 Savin Hill Ave Unit 33B,Boston, MA 02125","480000","785","2","1Bath","Boston","80","RichardJMurphy"
"166","141 Savin Hill Ave Unit 33B,Boston, MA 02125","480000","785","2","1Bath","Boston","80","DrWilliamHendersonUpper"
"167","141 Savin Hill Ave Unit 33B,Boston, MA 02125","480000","785","2","1Bath","Boston","80","BostonLatinAcademy"
"168","141 Savin Hill Ave Unit 33B,Boston, MA 02125","480000","785","2","1Bath","Boston","80","TheEnglishHigh"
"169","160 GRAMPIAN Way,Boston, MA 02125","1149000","1940","3","2.5","Dorchester","61","MichaelJPerkins"
"170","160 GRAMPIAN Way,Boston, MA 02125","1149000","1940","3","2.5","Dorchester","61","RafaelHernandez"
"171","160 GRAMPIAN Way,Boston, MA 02125","1149000","1940","3","2.5","Dorchester","61","DrWilliamHendersonUpper"
"172","160 GRAMPIAN Way,Boston, MA 02125","1149000","1940","3","2.5","Dorchester","61","RichardJMurphy"
"173","160 GRAMPIAN Way,Boston, MA 02125","1149000","1940","3","2.5","Dorchester","61","TheEnglishHigh"
"174","160 GRAMPIAN Way,Boston, MA 02125","1149000","1940","3","2.5","Dorchester","61","BostonLatinAcademy"
"175","29 Gibson St Unit 2L,Boston, MA 02122","360000","726","2","1Bath","Dorchester's Fields Corner","86","MichaelJPerkins"
"176","29 Gibson St Unit 2L,Boston, MA 02122","360000","726","2","1Bath","Dorchester's Fields Corner","86","RafaelHernandez"
"177","29 Gibson St Unit 2L,Boston, MA 02122","360000","726","2","1Bath","Dorchester's Fields Corner","86","DrWilliamHendersonUpper"
"178","29 Gibson St Unit 2L,Boston, MA 02122","360000","726","2","1Bath","Dorchester's Fields Corner","86","RichardJMurphy"
"179","29 Gibson St Unit 2L,Boston, MA 02122","360000","726","2","1Bath","Dorchester's Fields Corner","86","TheEnglishHigh"
"180","29 Gibson St Unit 2L,Boston, MA 02122","360000","726","2","1Bath","Dorchester's Fields Corner","86","BostonLatinAcademy"
"181","43 Circuit St #1,Boston, MA 02119","413000","1097","3","1.5","Roxbury","80","RafaelHernandez"
"182","43 Circuit St #1,Boston, MA 02119","413000","1097","3","1.5","Roxbury","80","MichaelJPerkins"
"183","43 Circuit St #1,Boston, MA 02119","413000","1097","3","1.5","Roxbury","80","RichardJMurphy"
"184","43 Circuit St #1,Boston, MA 02119","413000","1097","3","1.5","Roxbury","80","DrWilliamHendersonUpper"
"185","43 Circuit St #1,Boston, MA 02119","413000","1097","3","1.5","Roxbury","80","TheEnglishHigh"
"186","43 Circuit St #1,Boston, MA 02119","413000","1097","3","1.5","Roxbury","80","BostonLatinAcademy"
"187","16-18 Fernboro St,Boston, MA 02121","1650000","8334","18","7","Boston","85","MichaelJPerkins"
"188","16-18 Fernboro St,Boston, MA 02121","1650000","8334","18","7","Boston","85","RafaelHernandez"
"189","16-18 Fernboro St,Boston, MA 02121","1650000","8334","18","7","Boston","85","RichardJMurphy"
"190","16-18 Fernboro St,Boston, MA 02121","1650000","8334","18","7","Boston","85","DrWilliamHendersonUpper"
"191","16-18 Fernboro St,Boston, MA 02121","1650000","8334","18","7","Boston","85","TheEnglishHigh"
"192","16-18 Fernboro St,Boston, MA 02121","1650000","8334","18","7","Boston","85","BostonLatinAcademy"
"193","38 Woodford St,Boston, MA 02125","850000","3594","9","3","Boston","85","RafaelHernandez"
"194","38 Woodford St,Boston, MA 02125","850000","3594","9","3","Boston","85","MichaelJPerkins"
"195","38 Woodford St,Boston, MA 02125","850000","3594","9","3","Boston","85","DrWilliamHendersonUpper"
"196","38 Woodford St,Boston, MA 02125","850000","3594","9","3","Boston","85","RichardJMurphy"
"197","38 Woodford St,Boston, MA 02125","850000","3594","9","3","Boston","85","TheEnglishHigh"
"198","38 Woodford St,Boston, MA 02125","850000","3594","9","3","Boston","85","BostonLatinAcademy"
"199","66 Rockland St,Boston, MA 02119","747000","2310","6","3","Roxbury","74","RafaelHernandez"
"200","66 Rockland St,Boston, MA 02119","747000","2310","6","3","Roxbury","74","MichaelJPerkins"
"201","66 Rockland St,Boston, MA 02119","747000","2310","6","3","Roxbury","74","RichardJMurphy"
"202","66 Rockland St,Boston, MA 02119","747000","2310","6","3","Roxbury","74","DrWilliamHendersonUpper"
"203","66 Rockland St,Boston, MA 02119","747000","2310","6","3","Roxbury","74","BostonLatinAcademy"
"204","66 Rockland St,Boston, MA 02119","747000","2310","6","3","Roxbury","74","TheEnglishHigh"
"205","28 Wabon St,Boston, MA 02121","530000","1790","3","2","Roxbury","81","RafaelHernandez"
"206","28 Wabon St,Boston, MA 02121","530000","1790","3","2","Roxbury","81","MichaelJPerkins"
"207","28 Wabon St,Boston, MA 02121","530000","1790","3","2","Roxbury","81","DrWilliamHendersonUpper"
"208","28 Wabon St,Boston, MA 02121","530000","1790","3","2","Roxbury","81","RichardJMurphy"
"209","28 Wabon St,Boston, MA 02121","530000","1790","3","2","Roxbury","81","TheEnglishHigh"
"210","28 Wabon St,Boston, MA 02121","530000","1790","3","2","Roxbury","81","BostonLatinAcademy"
"211","91-93 Rossmore Rd #3,Boston, MA 02130","570000","1082","2","1Bath","Jamaica Plain","72","RafaelHernandez"
"212","91-93 Rossmore Rd #3,Boston, MA 02130","570000","1082","2","1Bath","Jamaica Plain","72","PhineasBates"
"213","91-93 Rossmore Rd #3,Boston, MA 02130","570000","1082","2","1Bath","Jamaica Plain","72","RichardJMurphy"
"214","91-93 Rossmore Rd #3,Boston, MA 02130","570000","1082","2","1Bath","Jamaica Plain","72","DrWilliamHendersonUpper"
"215","91-93 Rossmore Rd #3,Boston, MA 02130","570000","1082","2","1Bath","Jamaica Plain","72","TheEnglishHigh"
"216","91-93 Rossmore Rd #3,Boston, MA 02130","570000","1082","2","1Bath","Jamaica Plain","72","BostonLatinAcademy"
"217","21 Edge Hill St,Boston, MA 02130","795000","1329","3","1.5","Jamaica Plain","93","MichaelJPerkins"
"218","21 Edge Hill St,Boston, MA 02130","795000","1329","3","1.5","Jamaica Plain","93","RafaelHernandez"
"219","21 Edge Hill St,Boston, MA 02130","795000","1329","3","1.5","Jamaica Plain","93","DrWilliamHendersonUpper"
"220","21 Edge Hill St,Boston, MA 02130","795000","1329","3","1.5","Jamaica Plain","93","RichardJMurphy"
"221","21 Edge Hill St,Boston, MA 02130","795000","1329","3","1.5","Jamaica Plain","93","TheEnglishHigh"
"222","21 Edge Hill St,Boston, MA 02130","795000","1329","3","1.5","Jamaica Plain","93","BostonLatinAcademy"
"223","4 BOLSTER St,Boston, MA 02130","700000","2154","4","1.5","Boston","94","MichaelJPerkins"
"224","4 BOLSTER St,Boston, MA 02130","700000","2154","4","1.5","Boston","94","RafaelHernandez"
"225","4 BOLSTER St,Boston, MA 02130","700000","2154","4","1.5","Boston","94","DrWilliamHendersonUpper"
"226","4 BOLSTER St,Boston, MA 02130","700000","2154","4","1.5","Boston","94","RichardJMurphy"
"227","4 BOLSTER St,Boston, MA 02130","700000","2154","4","1.5","Boston","94","TheEnglishHigh"
"228","4 BOLSTER St,Boston, MA 02130","700000","2154","4","1.5","Boston","94","BostonLatinAcademy"
"229","67 Weld Hill St #2,Boston, MA 02130","579000","1109","2","1Bath","Jamaica Plain","75","PhineasBates"
"230","67 Weld Hill St #2,Boston, MA 02130","579000","1109","2","1Bath","Jamaica Plain","75","RafaelHernandez"
"231","67 Weld Hill St #2,Boston, MA 02130","579000","1109","2","1Bath","Jamaica Plain","75","Lyndon"
"232","67 Weld Hill St #2,Boston, MA 02130","579000","1109","2","1Bath","Jamaica Plain","75","DrWilliamHendersonUpper"
"233","67 Weld Hill St #2,Boston, MA 02130","579000","1109","2","1Bath","Jamaica Plain","75","TheEnglishHigh"
"234","67 Weld Hill St #2,Boston, MA 02130","579000","1109","2","1Bath","Jamaica Plain","75","BostonLatinAcademy"
"235","18 Boynton St #2,Boston, MA 02130","549000","858","2","1Bath","Jamaica Plain","90","Mozart"
"236","18 Boynton St #2,Boston, MA 02130","549000","858","2","1Bath","Jamaica Plain","90","RafaelHernandez"
"237","18 Boynton St #2,Boston, MA 02130","549000","858","2","1Bath","Jamaica Plain","90","Lyndon"
"238","18 Boynton St #2,Boston, MA 02130","549000","858","2","1Bath","Jamaica Plain","90","DrWilliamHendersonUpper"
"239","18 Boynton St #2,Boston, MA 02130","549000","858","2","1Bath","Jamaica Plain","90","BostonLatinAcademy"
"240","18 Boynton St #2,Boston, MA 02130","549000","858","2","1Bath","Jamaica Plain","90","TheEnglishHigh"
"241","11 Sherwood St #1,Boston, MA 02131","470000","1082","2","1Bath","Roslindale","90","Mozart"
"242","11 Sherwood St #1,Boston, MA 02131","470000","1082","2","1Bath","Roslindale","90","PhineasBates"
"243","11 Sherwood St #1,Boston, MA 02131","470000","1082","2","1Bath","Roslindale","90","Lyndon"
"244","11 Sherwood St #1,Boston, MA 02131","470000","1082","2","1Bath","Roslindale","90","WilliamHOhrenberger"
"245","11 Sherwood St #1,Boston, MA 02131","470000","1082","2","1Bath","Roslindale","90","TheEnglishHigh"
"246","11 Sherwood St #1,Boston, MA 02131","470000","1082","2","1Bath","Roslindale","90","BostonCommunityLeadershipAcademy"
"247","4625 Washington St #1,Boston, MA 02131","650000","1378","3","2","Roslindale","76","PhineasBates"
"248","4625 Washington St #1,Boston, MA 02131","650000","1378","3","2","Roslindale","76","Mozart"
"249","4625 Washington St #1,Boston, MA 02131","650000","1378","3","2","Roslindale","76","WilliamHOhrenberger"
