date, pm25, o3, no2, so2, co
2018/3/7, 43, , 4, , 1
2018/3/8, 40, , 16, , 2
2018/3/9, 33, , 17, , 3
2018/3/10, 47, , 11, , 2
2018/3/11, 34, , 9, , 2
2018/3/12, 33, , 11, , 1
2018/3/13, 36, , 9, , 1
2018/3/14, 30, , 12, , 2
2018/3/15, 34, , 12, , 2
2018/3/16, 33, , 14, , 2
2018/3/17, 42, , 10, , 2
2018/3/18, 39, , 9, , 2
2018/3/19, 39, , 16, , 2
2018/3/20, 39, , 16, , 2
2018/3/21, 39, , 11, , 1
2018/3/22, 38, , 14, , 2
2018/3/23, 37, , 20, , 3
2018/3/24, 39, , 12, , 2
2018/3/25, 41, , 7, , 1
2018/3/26, 37, , 11, , 1
2018/3/27, 43, , 19, , 1
2018/3/28, 43, , 26, , 3
2018/3/29, 50, , 20, , 3
2018/3/30, 61, , 16, , 3
2018/3/31, 42, , 8, , 2
2018/4/1, 45, , 5, , 1
2017/10/2, 37, , 11, , 3
2017/10/3, 38, , 11, , 8
2017/10/4, 42, , 12, , 3
2017/10/5, 37, , 17, , 2
2017/10/6, 28, , 19, , 5
2017/10/7, 30, , 10, , 3
2017/10/8, 34, , 3, , 2
2017/10/10, 9, , 12, , 3
2017/10/11, 21, , 9, , 2
2017/10/12, 29, , 3, , 1
2017/10/13, 31, , 9, , 2
2017/10/14, 32, , 16, , 4
2017/10/15, 34, , 5, , 3
2017/10/16, 15, , 9, , 2
2017/10/17, 20, , 12, , 2
2017/10/18, 40, , 20, , 4
2017/10/19, 48, , 16, , 3
2017/10/20, 50, , 15, , 3
2017/10/21, 39, , 18, , 4
2017/10/22, 43, , 13, , 3
2017/10/23, 50, , 9, , 2
2017/10/24, 42, , 9, , 2
2017/10/25, 22, , 11, , 2
2017/10/26, 8, , 6, , 1
2017/10/27, 9, , 16, , 3
2017/10/28, 40, , 13, , 4
2017/10/29, 44, , 3, , 1
2017/10/30, 19, , 8, , 2
2017/10/31, 21, , 13, , 3
2017/11/1, 41, , 15, , 4
2017/11/2, 44, , 11, , 2
2017/11/3, 32, , 12, , 2
2017/11/4, 29, , 6, , 1
2017/11/7, 14, , 10, , 1
2017/11/8, 35, , 11, , 2
2017/11/9, 42, , 20, , 5
2017/11/10, 55, , 13, , 2
2017/11/11, 34, , 14, , 2
2017/11/12, 46, , 26, , 6
2017/11/13, 63, , 25, , 5
2017/11/14, 73, , 17, , 2
2017/11/15, 54, , 11, , 2
2017/11/16, 40, , 18, , 3
2017/11/17, 31, , 10, , 2
2017/11/18, 26, , 18, , 4
2017/11/19, 45, , 6, , 2
2017/11/20, 28, , 15, , 3
2017/11/21, 44, , 17, , 3
2017/11/22, 47, , 18, , 3
2017/11/23, 38, , 12, , 4
2017/11/24, 37, , 20, , 4
2017/11/25, 52, , 17, , 4
2017/11/26, 44, , 8, , 2
2017/11/27, 35, , 16, , 3
2017/11/28, 48, , 19, , 3
2017/11/29, 51, , 14, , 2
2017/11/30, 38, , 19, , 3
2017/12/1, 51, , 16, , 3
2017/12/2, 39, , 18, , 3
2017/12/3, 48, , 19, , 4
2017/12/4, 62, , 16, , 3
2017/12/5, 56, , 15, , 2
2017/12/6, 37, , 17, , 3
2017/12/7, 29, , 21, , 4
2017/12/8, 52, , 21, , 4
2017/12/9, 59, , 22, , 3
2017/12/10, 61, , 15, , 3
2017/12/11, 52, , 22, , 5
2017/12/12, 67, , 18, , 3
2017/12/13, 53, , 11, , 2
2017/12/14, 41, , 16, , 2
2017/12/15, 44, , 27, , 4
2017/12/16, 59, , 15, , 3
2017/12/17, 57, , 16, , 3
2017/12/18, 49, , 28, , 4
2017/12/19, 63, , 20, , 4
2017/12/20, 67, , 15, , 2
2017/12/21, 38, , 18, , 2
2017/12/22, 50, , 19, , 2
2017/12/23, 47, , 26, , 4
2017/12/24, 59, , 11, , 2
2017/12/25, 40, , 6, , 1
2017/12/26, 43, , 18, , 2
2017/12/27, 64, , 21, , 3
2017/12/28, 62, , 14, , 2
2017/12/29, 52, , 21, , 3
2017/12/30, 55, , 24, , 4
2017/12/31, 67, , 14, , 3
2018/1/1, 72, , 10, , 2
2017/7/2, 30, , 3, , 2
2017/7/3, 18, , 7, , 2
2017/7/4, 24, , 7, , 3
2017/7/5, 47, , 11, , 3
2017/7/6, 57, , 7, , 2
2017/7/7, 32, , 10, , 2
2017/7/8, 24, , 8, , 3
2017/7/9, 14, , 4, , 2
2017/7/10, 24, , 10, , 3
2017/7/11, 43, , 9, , 2
2017/7/12, 32, , 13, , 3
2017/7/13, 33, , 5, , 1
2017/7/14, 33, , 4, , 1
2017/7/15, 21, , 6, , 3
2017/7/16, 28, , 6, , 4
2017/7/17, 24, , 10, , 3
2017/7/18, 34, , 10, , 3
2017/7/19, 36, , 10, , 3
2017/7/20, 32, , 16, , 4
2017/7/21, 46, , 13, , 3
2017/7/22, 31, , 12, , 4
2017/7/23, 47, , 3, , 1
2017/7/24, 22, , 2, , 1
2017/7/25, 16, , 6, , 1
2017/7/26, 23, , 9, , 3
2017/7/27, 33, , 10, , 3
2017/7/28, 21, , 12, , 3
2017/7/29, 22, , 7, , 1
2017/7/30, 26, , 7, , 2
2017/7/31, 23, , 11, , 3
2017/8/1, 30, , 11, , 3
2017/8/2, 44, , 14, , 3
2017/8/3, 49, , 13, , 3
2017/8/4, 39, , 9, , 3
2017/8/5, 22, , 6, , 3
2017/8/6, 17, , 5, , 2
2017/8/7, 19, , 12, , 3
2017/8/8, 33, , 8, , 2
2017/8/9, 21, , 13, , 3
2017/8/10, 48, , 14, , 3
2017/8/11, 48, , 12, , 3
2017/8/12, 30, , 8, , 3
2017/8/13, 26, , 6, , 2
2017/8/14, 11, , 14, , 4
2017/8/15, 34, , 14, , 3
2017/8/16, 36, , 12, , 3
2017/8/17, 34, , 15, , 3
2017/8/18, 33, , 12, , 3
2017/8/19, 26, , 10, , 2
2017/8/20, 20, , 7, , 3
2017/8/21, 17, , 13, , 4
2017/8/22, 53, , 11, , 3
2017/8/23, 46, , 11, , 2
2017/8/24, 24, , 14, , 3
2017/8/25, 39, , 13, , 3
2017/8/26, 28, , 10, , 3
2017/8/27, 32, , 9, , 3
2017/8/28, 36, , 9, , 2
2017/8/29, 43, , 7, , 2
2017/8/30, 31, , 7, , 2
2017/8/31, 26, , 15, , 3
2017/9/1, 34, , 9, , 2
2017/9/2, 29, , 7, , 2
2017/9/3, 32, , 4, , 2
2017/9/4, 31, , 4, , 2
2017/9/5, 29, , 10, , 3
2017/9/6, 43, , , , 
2017/9/10, 35, , 7, , 3
2017/9/11, 26, , 13, , 3
2017/9/12, 30, , 15, , 4
2017/9/13, 30, , 15, , 4
2017/9/14, 28, , 13, , 4
2017/9/15, 23, , 13, , 3
2017/9/16, 42, , 15, , 3
2017/9/17, 42, , 11, , 3
2017/9/18, 38, , 7, , 1
2017/9/19, 21, , 7, , 1
2017/9/20, 15, , 4, , 1
2017/9/21, 7, , 4, , 
2017/9/22, 27, , 3, , 1
2017/9/23, 27, , 4, , 2
2017/9/24, 20, , 16, , 6
2017/9/25, 38, , 15, , 5
2017/9/26, 46, , 11, , 3
2017/9/27, 16, , 8, , 3
2017/9/28, 10, , 9, , 2
2017/9/29, 21, , 11, , 3
2017/9/30, 34, , 9, , 2
2017/10/1, 36, , 9, , 4
2017/4/2, 16, , 12, , 3
2017/4/3, 20, , 20, , 3
2017/4/4, 26, , 6, , 1
2017/4/5, 20, , 9, , 1
2017/4/6, 20, , 5, , 1
2017/4/7, 10, , 11, , 2
2017/4/8, 25, , 7, , 2
2017/4/9, 13, , 10, , 2
2017/4/10, 17, , 18, , 3
2017/4/11, 31, , 18, , 3
2017/4/12, 51, , 13, , 2
2017/4/13, 45, , 13, , 2
2017/4/14, 19, , 17, , 2
2017/4/15, 21, , 11, , 2
2017/4/16, 25, , 5, , 2
2017/4/17, 29, , 8, , 2
2017/4/18, 13, , 5, , 1
2017/4/19, 14, , 10, , 1
2017/4/20, 24, , 10, , 1
2017/4/21, 25, , 2, , 1
2017/4/22, 16, , 8, , 1
2017/4/23, 22, , 5, , 1
2017/4/24, 20, , 12, , 2
2017/4/25, 21, , 7, , 1
2017/4/26, 17, , 13, , 1
2017/4/27, 17, , 11, , 1
2017/4/28, 25, , 14, , 3
2017/4/29, 21, , 12, , 3
2017/4/30, 36, , 4, , 1
2017/5/1, 15, , 6, , 1
2017/5/2, 14, , 13, , 3
2017/5/3, 35, , 11, , 1
2017/5/4, 14, , 11, , 2
2017/5/5, 17, , 6, , 1
2017/5/6, 13, , 8, , 2
2017/5/7, 15, , 4, , 2
2017/5/8, 14, , 9, , 2
2017/5/9, 15, , 11, , 1
2017/5/10, 19, , 10, , 1
2017/5/11, 20, , 4, , 1
2017/5/12, 12, , 6, , 1
2017/5/13, 14, , 8, , 1
2017/5/14, 18, , 5, , 1
2017/5/15, 11, , 13, , 2
2017/5/16, 15, , 13, , 2
2017/5/17, 20, , 19, , 3
2017/5/18, 37, , 16, , 3
2017/5/19, 52, , 12, , 2
2017/5/20, 31, , 4, , 1
2017/5/21, 18, , 5, , 1
2017/5/22, 22, , 11, , 1
2017/5/23, 22, , 12, , 2
2017/5/26, 14, , 9, , 1
2017/5/27, 17, , 6, , 1
2017/5/28, 21, , 6, , 2
2017/5/29, 31, , 4, , 
2017/5/30, 28, , 6, , 1
2017/5/31, 28, , 10, , 2
2017/6/1, 21, , 16, , 2
2017/6/2, 24, , 13, , 2
2017/6/3, 23, , 9, , 2
2017/6/4, 21, , 6, , 2
2017/6/5, 19, , 3, , 1
2017/6/6, 16, , 5, , 1
2017/6/7, 17, , 11, , 1
2017/6/8, 31, , 14, , 3
2017/6/9, 30, , 13, , 2
2017/6/10, 19, , 12, , 3
2017/6/11, 52, , 7, , 3
2017/6/12, 54, , 17, , 3
2017/6/13, 62, , 15, , 3
2017/6/14, 56, , 7, , 1
2017/6/15, 31, , 9, , 2
2017/6/16, 32, , 8, , 1
2017/6/17, 23, , 12, , 2
2017/6/18, 26, , 3, , 2
2017/6/19, 17, , 5, , 1
2017/6/20, 30, , 9, , 2
2017/6/21, 19, , 14, , 2
2017/6/22, 37, , 12, , 2
2017/6/23, 33, , 13, , 3
2017/6/24, 36, , 6, , 2
2017/6/25, 18, , 6, , 2
2017/6/26, 24, , 11, , 2
2017/6/27, 33, , 15, , 2
2017/6/28, 35, , 12, , 2
2017/6/29, 33, , 8, , 2
2017/6/30, 43, , 11, , 2
2017/7/1, 45, , 3, , 2
2017/1/3, 47, , 4, , 1
2017/1/4, 17, , 15, , 3
2017/1/5, 23, , 20, , 3
2017/1/6, 36, , 21, , 3
2017/1/7, 51, , 19, , 2
2017/1/8, 39, , 15, , 2
2017/1/9, 40, , 27, , 4
2017/1/10, 62, , 28, , 4
2017/1/11, 59, , 21, , 3
2017/1/12, 37, , 16, , 3
2017/1/13, 41, , 13, , 2
2017/1/14, 25, , 18, , 3
2017/1/15, 27, , 15, , 3
2017/1/16, 44, , 27, , 5
2017/1/17, 49, , 18, , 3
2017/1/18, 45, , 12, , 2
2017/1/19, 23, , 21, , 4
2017/1/20, 44, , 24, , 3
2017/1/21, 42, , 17, , 4
2017/1/22, 50, , 13, , 4
2017/1/23, 47, , 3, , 1
2017/1/24, 22, , 8, , 1
2017/1/25, 20, , 16, , 3
2017/1/26, 23, , 19, , 4
2017/1/27, 39, , 12, , 2
2017/1/28, 23, , 13, , 
2017/1/29, 26, , 14, , 
2017/1/30, 37, , 20, , 3
2017/1/31, 32, , 21, , 3
2017/2/1, 39, , 27, , 5
2017/2/2, 60, , 23, , 3
2017/2/3, 33, , 20, , 3
2017/2/4, 41, , 15, , 3
2017/2/5, 37, , 15, , 3
2017/2/6, 49, , 16, , 3
2017/2/7, 31, , 6, , 1
2017/2/8, 23, , 23, , 4
2017/2/9, 49, , 14, , 2
2017/2/10, 32, , 21, , 3
2017/2/11, 32, , 27, , 4
2017/2/12, 58, , 14, , 2
2017/2/13, 34, , 14, , 2
2017/2/14, 31, , 26, , 4
2017/2/15, 46, , 25, , 4
2017/2/16, 52, , 15, , 3
2017/2/17, 39, , 18, , 3
2017/2/18, 30, , 22, , 4
2017/2/19, 44, , 19, , 4
2017/2/20, 41, , 15, , 2
2017/2/21, 31, , 23, , 3
2017/2/22, 34, , 24, , 3
2017/2/23, 49, , 24, , 4
2017/2/24, 62, , 16, , 3
2017/2/25, 42, , 9, , 2
2017/2/26, 23, , 6, , 2
2017/2/27, 16, , 18, , 3
2017/2/28, 39, , 22, , 4
2017/3/1, 53, , 14, , 3
2017/3/2, 38, , 10, , 2
2017/3/3, 35, , 15, , 2
2017/3/4, 28, , 8, , 2
2017/3/5, 31, , 9, , 2
2017/3/6, 20, , 23, , 3
2017/3/7, 34, , 24, , 3
2017/3/8, 39, , 15, , 2
2017/3/9, 31, , 18, , 2
2017/3/10, 31, , 16, , 2
2017/3/11, 31, , 9, , 2
2017/3/12, 37, , 7, , 2
2017/3/13, 43, , 15, , 3
2017/3/14, 44, , 9, , 2
2017/3/15, 25, , 11, , 3
2017/3/16, 36, , 15, , 3
2017/3/17, 30, , 22, , 3
2017/3/18, 32, , 8, , 2
2017/3/19, 24, , 8, , 1
2017/3/20, 25, , 21, , 2
2017/3/21, 28, , 23, , 4
2017/3/22, 37, , 13, , 2
2017/3/23, 31, , 16, , 3
2017/3/24, 23, , 26, , 4
2017/3/25, 42, , 18, , 3
2017/3/26, 46, , 7, , 1
2017/3/27, 26, , 15, , 2
2017/3/28, 28, , 8, , 1
2017/3/29, 17, , 14, , 2
2017/3/30, 21, , 13, , 2
2017/3/31, 18, , 6, , 1
2017/4/1, 16, , 6, , 1
2016/10/2, 15, , 8, , 1
2016/10/3, 15, , 8, , 2
2016/10/4, 27, , 4, , 1
2016/10/5, 23, , 10, , 2
2016/10/6, 24, , 21, , 5
2016/10/7, 46, , 23, , 5
2016/10/8, 45, , 17, , 4
2016/10/9, 37, , 8, , 1
2016/10/10, 15, , 10, , 2
2016/10/11, 25, , 18, , 3
2016/10/12, 30, , 16, , 3
2016/10/13, 31, , 17, , 4
2016/10/14, 37, , 13, , 2
2016/10/15, 25, , 12, , 3
2016/10/16, 33, , 12, , 3
2016/10/17, 31, , 19, , 4
2016/10/18, 41, , 16, , 3
2016/10/19, 58, , 18, , 3
2016/10/20, 42, , 5, , 1
2016/10/21, 26, , 10, , 2
2016/10/22, 24, , 8, , 2
2016/10/23, 12, , 3, , 1
2016/10/24, 14, , 11, , 2
2016/10/25, 26, , 13, , 2
2016/10/26, 24, , 14, , 2
2016/10/27, 26, , 16, , 3
2016/10/28, 30, , 10, , 2
2016/10/29, 15, , 14, , 3
2016/10/30, 21, , 8, , 3
2016/10/31, 37, , 11, , 2
2016/11/1, 25, , 18, , 3
2016/11/2, 41, , 22, , 4
2016/11/3, 43, , 15, , 4
2016/11/4, 49, , 13, , 2
2016/11/5, 22, , 14, , 4
2016/11/6, 34, , 11, , 2
2016/11/7, 33, , 13, , 3
2016/11/8, 25, , 26, , 6
2016/11/9, 51, , 26, , 5
2016/11/10, 52, , 18, , 3
2016/11/11, 33, , 11, , 2
2016/11/12, 23, , 12, , 2
2016/11/13, 18, , 15, , 3
2016/11/14, 34, , 30, , 5
2016/11/15, 43, , 22, , 3
2016/11/16, 48, , 16, , 3
2016/11/17, 32, , 16, , 3
2016/11/18, 31, , 23, , 3
2016/11/19, 38, , 9, , 2
2016/11/20, 25, , 4, , 2
2016/11/21, 20, , 10, , 2
2016/11/22, 17, , 12, , 2
2016/11/23, 24, , 13, , 2
2016/11/24, 23, , 18, , 3
2016/11/25, 37, , 16, , 4
2016/11/26, 47, , 12, , 4
2016/11/27, 48, , 7, , 2
2016/11/28, 29, , 22, , 4
2016/11/29, 41, , 19, , 5
2016/11/30, 45, , 12, , 3
2016/12/1, 29, , 12, , 2
2016/12/2, 22, , 13, , 3
2016/12/3, 23, , 8, , 2
2016/12/4, 17, , 13, , 2
2016/12/5, 23, , 28, , 4
2016/12/6, 46, , 20, , 3
2016/12/7, 35, , 20, , 3
2016/12/8, 47, , 19, , 4
2016/12/9, 52, , 13, , 2
2016/12/10, 26, , 13, , 2
2016/12/11, 22, , 23, , 4
2016/12/12, 47, , 23, , 3
2016/12/13, 41, , 18, , 3
2016/12/14, 38, , 22, , 3
2016/12/15, 59, , 15, , 2
2016/12/16, 32, , 20, , 3
2016/12/17, 36, , 26, , 4
2016/12/18, 55, , 9, , 2
2016/12/19, 39, , 21, , 2
2016/12/20, 36, , 28, , 4
2016/12/21, 49, , 26, , 4
2016/12/22, 56, , 28, , 5
2016/12/23, 69, , 21, , 3
2016/12/24, 46, , 17, , 3
2016/12/25, 49, , 13, , 2
2016/12/26, 27, , 15, , 2
2016/12/27, 25, , 9, , 2
2016/12/28, 30, , 16, , 3
2016/12/29, 27, , 19, , 4
2016/12/30, 35, , 10, , 2
2016/12/31, 30, , 11, , 2
2017/1/1, 30, , 11, , 2
2017/1/2, 33, , 23, , 5
2016/7/2, 35, , 6, , 2
2016/7/3, 16, , 7, , 2
2016/7/4, 31, , 6, , 2
2016/7/5, 40, , 11, , 2
2016/7/6, 29, , 17, , 3
2016/7/7, 53, , 6, , 1
2016/7/8, 38, , 4, , 1
2016/7/9, 30, , 3, , 
2016/7/10, 17, , 3, , 
2016/7/11, 20, , 9, , 2
2016/7/12, 19, , 13, , 3
2016/7/13, 37, , 12, , 2
2016/7/14, 31, , 8, , 2
2016/7/15, 24, , 13, , 3
2016/7/16, 36, , 11, , 2
2016/7/17, 23, , 12, , 3
2016/7/18, 49, , 19, , 3
2016/7/19, 53, , 12, , 2
2016/7/20, 31, , 13, , 2
2016/7/21, 30, , 17, , 3
2016/7/22, 35, , 13, , 3
2016/7/23, 49, , 9, , 2
2016/7/24, 32, , 10, , 2
2016/7/25, 16, , 15, , 3
2016/7/26, 32, , 12, , 2
2016/7/27, 23, , 12, , 2
2016/7/28, 22, , 17, , 3
2016/7/29, 37, , 12, , 2
2016/7/30, 41, , 8, , 2
2016/7/31, 30, , 6, , 2
2016/8/1, 31, , 2, , 1
2016/8/2, 20, , 7, , 1
2016/8/3, 29, , 6, , 1
2016/8/4, 29, , 12, , 2
2016/8/5, 31, , 12, , 2
2016/8/6, 26, , 10, , 3
2016/8/7, 17, , 13, , 3
2016/8/9, 17, , 10, , 2
2016/8/10, 27, , 12, , 2
2016/8/11, 24, , 13, , 3
2016/8/12, 32, , 12, , 2
2016/8/13, 23, , 5, , 1
2016/8/14, 33, , 7, , 2
2016/8/15, 21, , 10, , 2
2016/8/16, 21, , 13, , 2
2016/8/17, 24, , 10, , 2
2016/8/18, 18, , 16, , 3
2016/8/19, 25, , 10, , 2
2016/8/20, 31, , 8, , 2
2016/8/21, 25, , 5, , 2
2016/8/22, 19, , 9, , 2
2016/8/23, 16, , 14, , 2
2016/8/24, 25, , 17, , 3
2016/8/25, 26, , 15, , 2
2016/8/26, 29, , 13, , 3
2016/8/27, 32, , 10, , 2
2016/8/28, 25, , 6, , 2
2016/8/29, 18, , 11, , 2
2016/8/30, 22, , 13, , 2
2016/8/31, 23, , 14, , 3
2016/9/1, 23, , 20, , 4
2016/9/2, 26, , 9, , 1
2016/9/3, 24, , 9, , 2
2016/9/4, 16, , 6, , 1
2016/9/5, 16, , 3, , 1
2016/9/6, 15, , 8, , 1
2016/9/7, 24, , 8, , 1
2016/9/8, 22, , 9, , 1
2016/9/9, 18, , 14, , 3
2016/9/10, 27, , 10, , 2
2016/9/11, 30, , 5, , 1
2016/9/12, 20, , 12, , 2
2016/9/13, 22, , 14, , 2
2016/9/14, 17, , 13, , 2
2016/9/15, 18, , 8, , 1
2016/9/16, 18, , 13, , 2
2016/9/17, 23, , 10, , 3
2016/9/18, 22, , 5, , 2
2016/9/20, 11, , 15, , 3
2016/9/21, 18, , 19, , 3
2016/9/22, 32, , 17, , 3
2016/9/27, 17, , 17, , 3
2016/9/28, 24, , 6, , 1
2016/9/29, 25, , 6, , 1
2016/9/30, 23, , 3, , 1
2016/10/1, 17, , 8, , 1
2016/4/2, 27, , 13, , 3
2016/4/3, 22, , 9, , 2
2016/4/4, 19, , 11, , 2
2016/4/5, 25, , 14, , 2
2016/4/6, 35, , 22, , 4
2016/4/7, 37, , 11, , 2
2016/4/8, 23, , 12, , 3
2016/4/9, 35, , 10, , 2
2016/4/10, 27, , 10, , 3
2016/4/11, 24, , 13, , 3
2016/4/12, 34, , 12, , 3
2016/4/13, 33, , 11, , 3
2016/4/14, 63, , , , 
2016/4/21, 28, , 22, , 1
2016/4/22, 45, , 27, , 3
2016/4/23, 58, , 12, , 2
2016/4/24, 45, , 8, , 1
2016/4/25, 25, , 20, , 2
2016/4/26, 35, , 9, , 1
2016/4/27, 32, , 22, , 3
2016/4/28, 45, , 13, , 2
2016/4/29, 19, , 5, , 1
2016/4/30, 20, , 10, , 2
2016/5/1, 16, , 12, , 2
2016/5/2, 24, , 12, , 2
2016/5/3, 20, , 10, , 1
2016/5/4, 20, , 5, , 1
2016/5/5, 15, , 7, , 1
2016/5/6, 14, , 5, , 1
2016/5/7, 17, , 5, , 1
2016/5/8, 14, , 9, , 2
2016/5/9, 21, , 15, , 2
2016/5/10, 21, , 21, , 2
2016/5/11, 35, , 26, , 3
2016/5/12, 48, , 13, , 2
2016/5/13, 28, , , , 
2016/5/14, 39, , , , 
2016/5/15, 24, , 5, , 1
2016/5/16, 24, , 14, , 2
2016/5/17, 33, , 18, , 2
2016/5/18, 31, , 10, , 1
2016/5/19, 30, , 14, , 1
2016/5/20, 27, , 17, , 2
2016/5/21, 37, , 19, , 3
2016/5/22, 44, , 5, , 1
2016/5/23, 20, , 17, , 3
2016/5/24, 34, , 7, , 1
2016/5/25, 19, , 14, , 2
2016/5/26, 14, , 22, , 3
2016/5/27, 14, , 14, , 2
2016/5/28, 42, , 10, , 3
2016/5/29, 60, , 4, , 1
2016/5/30, 56, , 5, , 2
2016/5/31, 24, , 14, , 2
2016/6/1, 29, , 7, , 1
2016/6/2, 28, , 1, , 1
2016/6/3, 26, , 6, , 1
2016/6/4, 31, , 11, , 2
2016/6/5, 37, , 7, , 2
2016/6/6, 30, , 12, , 2
2016/6/7, 34, , 17, , 3
2016/6/8, 45, , 9, , 1
2016/6/9, 21, , 8, , 1
2016/6/10, 19, , 11, , 1
2016/6/11, 21, , 12, , 3
2016/6/12, 35, , 6, , 2
2016/6/13, 37, , 7, , 1
2016/6/14, 15, , 14, , 2
2016/6/15, 22, , 16, , 2
2016/6/16, 28, , 15, , 3
2016/6/17, 37, , 7, , 1
2016/6/18, 28, , 7, , 1
2016/6/19, 32, , 7, , 2
2016/6/20, 36, , 12, , 2
2016/6/21, 28, , 14, , 2
2016/6/22, 30, , 18, , 2
2016/6/23, 32, , 14, , 2
2016/6/24, 38, , 11, , 2
2016/6/25, 34, , 11, , 3
2016/6/26, 37, , 9, , 3
2016/6/27, 45, , 10, , 2
2016/6/28, 31, , 11, , 2
2016/6/29, 18, , 12, , 2
2016/6/30, 27, , 11, , 2
2016/7/1, 31, , 13, , 3
2016/1/5, 41, , 24, , 3
2016/1/6, 37, , 28, , 5
2016/1/7, 41, , 31, , 6
2016/1/8, 55, , 17, , 3
2016/1/9, 48, , 14, , 3
2016/1/10, 48, , 8, , 3
2016/1/11, 28, , 11, , 2
2016/1/12, 15, , 20, , 4
2016/1/13, 35, , 14, , 3
2016/1/14, 32, , 20, , 4
2016/1/15, 31, , 15, , 3
2016/1/16, 50, , 16, , 4
2016/1/17, 40, , 13, , 2
2016/1/18, 30, , 15, , 2
2016/1/19, 33, , 12, , 2
2016/1/20, 22, , 14, , 2
2016/1/21, 23, , 17, , 3
2016/1/22, 20, , 19, , 2
2016/1/23, 31, , 9, , 2
2016/1/24, 28, , 17, , 3
2016/1/25, 41, , 23, , 3
2016/1/26, 44, , 23, , 4
2016/1/27, 49, , 16, , 3
2016/1/28, 39, , 25, , 4
2016/1/29, 34, , 24, , 5
2016/1/30, 52, , 11, , 3
2016/1/31, 23, , 10, , 3
2016/2/1, 33, , 15, , 3
2016/2/2, 40, , 21, , 3
2016/2/3, 28, , 15, , 2
2016/2/4, 28, , 14, , 3
2016/2/5, 25, , 15, , 2
2016/2/6, 31, , 20, , 4
2016/2/7, 41, , 14, , 3
2016/2/8, 55, , 9, , 1
2016/2/9, 29, , 27, , 4
2016/2/10, 37, , 30, , 6
2016/2/11, 61, , 16, , 3
2016/2/12, 29, , 19, , 3
2016/2/13, 33, , 14, , 3
2016/2/14, 32, , 8, , 2
2016/2/15, 27, , 21, , 4
2016/2/16, 46, , 18, , 4
2016/2/17, 36, , 14, , 3
2016/2/18, 30, , 16, , 2
2016/2/19, 29, , 20, , 3
2016/2/20, 29, , 12, , 3
2016/2/21, 29, , 9, , 3
2016/2/22, 27, , 9, , 2
2016/2/23, 17, , 18, , 3
2016/2/24, 23, , 11, , 2
2016/2/25, 15, , 8, , 2
2016/2/26, 21, , 11, , 2
2016/2/27, 16, , 12, , 3
2016/2/28, 22, , 11, , 3
2016/2/29, 36, , 13, , 3
2016/3/1, 42, , 11, , 2
2016/3/2, 21, , 10, , 2
2016/3/3, 24, , 15, , 3
2016/3/4, 16, , 17, , 3
2016/3/5, 27, , 8, , 2
2016/3/6, 24, , 14, , 3
2016/3/7, 32, , 23, , 4
2016/3/8, 50, , 17, , 3
2016/3/9, 57, , 16, , 3
2016/3/10, 58, , 23, , 4
2016/3/11, 63, , 9, , 2
2016/3/12, 17, , 13, , 3
2016/3/13, 22, , 10, , 2
2016/3/14, 29, , 1, , 1
2016/3/15, 22, , 7, , 2
2016/3/16, 17, , 10, , 2
2016/3/17, 16, , 13, , 3
2016/3/18, 24, , 13, , 3
2016/3/19, 20, , 11, , 3
2016/3/20, 19, , 5, , 1
2016/3/21, 16, , 16, , 3
2016/3/22, 28, , 15, , 3
2016/3/23, 27, , 14, , 3
2016/3/24, 43, , 2, , 1
2016/3/25, 21, , 13, , 3
2016/3/26, 37, , 8, , 2
2016/3/27, 20, , 4, , 2
2016/3/28, 17, , 8, , 2
2016/3/29, 18, , 9, , 2
2016/3/30, 24, , 17, , 3
2016/3/31, 27, , 11, , 2
2016/4/1, 32, , 8, , 2
2015/10/2, 18, , 4, , 
2015/10/3, 28, , 3, , 
2015/10/4, 21, , 2, , 
2015/10/5, 24, , 9, , 
2015/10/6, 31, , 16, , 3
2015/10/7, 45, , 19, , 4
2015/10/8, 40, , 10, , 1
2015/10/9, 31, , 14, , 2
2015/10/10, 32, , 8, , 2
2015/10/11, 28, , 9, , 2
2015/10/12, 40, , 14, , 3
2015/10/13, 42, , 18, , 3
2015/10/14, 47, , 10, , 2
2015/10/15, 21, , 15, , 3
2015/10/17, 21, , 11, , 2
2015/10/18, 24, , 8, , 2
2015/10/19, 19, , 15, , 2
2015/10/20, 28, , 20, , 3
2015/10/21, 40, , 20, , 3
2015/10/22, 51, , 18, , 3
2015/10/23, 63, , 12, , 2
2015/10/24, 27, , 14, , 2
2015/10/25, 30, , 8, , 3
2015/10/26, 23, , 11, , 2
2015/10/27, 27, , 19, , 4
2015/10/28, 42, , 10, , 2
2015/10/29, 22, , 9, , 2
2015/10/30, 16, , 12, , 2
2015/10/31, 23, , 13, , 3
2015/11/1, 28, , 11, , 3
2015/11/2, 36, , 19, , 4
2015/11/3, 42, , 23, , 5
2015/11/4, 45, , 15, , 2
2015/11/5, 39, , 15, , 3
2015/11/6, 42, , 10, , 3
2015/11/7, 35, , 6, , 2
2015/11/8, 20, , 6, , 2
2015/11/9, 19, , 18, , 4
2015/11/10, 36, , 19, , 4
2015/11/11, 49, , 5, , 2
2015/11/12, 39, , 11, , 3
2015/11/13, 41, , 8, , 2
2015/11/14, 21, , 6, , 2
2015/11/15, 14, , 11, , 3
