date, pm25, o3, no2, so2, co
2019/10/2, 33, 21, 11, 1, 
2019/10/3, 25, 19, 4, , 
2019/10/4, 16, 22, 12, , 
2019/10/5, 24, 19, 10, , 1
2019/10/6, 23, 24, 10, , 1
2019/10/7, 29, 26, 9, , 
2019/10/8, 18, 16, 16, 1, 1
2019/10/9, 24, 15, 7, , 
2019/10/10, 26, 18, 5, , 
2019/10/11, 23, 18, 5, , 
2019/10/12, 28, 18, 7, 1, 4
2019/10/13, 23, 19, 11, 1, 2
2019/10/14, 33, 23, 13, 1, 2
2019/10/15, 37, 22, 17, 1, 1
2019/10/16, 33, 27, 10, 1, 3
2019/10/17, 35, 28, 7, 1, 
2019/10/18, 14, 16, 9, , 
2019/10/19, 19, 21, 14, 1, 
2019/10/20, 32, 15, 15, 1, 
2019/10/21, 48, 20, 10, 1, 
2019/10/22, 34, 16, 9, 1, 
2019/10/23, 32, 23, 13, , 1
2019/10/24, 22, 28, 17, 1, 1
2019/10/25, 30, 16, 18, 1, 1
2019/10/26, 36, 21, 10, 1, 1
2019/10/27, 33, 22, 7, , 1
2019/10/28, 22, 18, 9, , 
2019/10/29, 17, 18, 9, 1, 
2019/10/30, 21, 11, 14, 1, 66
2019/10/31, 32, 28, 7, , 98
2019/11/1, 22, 27, 7, , 1
2019/11/2, 18, 18, 13, 1, 1
2019/11/3, 28, 22, 13, 1, 1
2019/11/4, 39, 22, 18, 1, 1
2019/11/5, 33, 13, 21, 1, 1
2019/11/6, 31, 23, 18, 1, 2
2019/11/7, 30, 18, 22, 1, 1
2019/11/8, 43, 19, 11, , 
2019/11/9, 19, 18, 15, 1, 1
2019/11/10, 27, 23, 19, 1, 2
2019/11/11, 40, 12, 20, 1, 2
2019/11/12, 53, 20, 14, 1, 1
2019/11/13, 36, 20, 11, 1, 
2019/11/16, 32, 24, 12, , 
2019/11/17, 25, 21, 10, , 
2019/11/18, 25, 17, 13, , 
2019/11/19, 21, 13, 19, 1, 1
2019/11/20, 27, 16, 16, , 1
2019/11/21, 23, 14, 21, 1, 3
2019/11/22, 40, 17, 14, 1, 1
2019/11/23, 38, 24, 16, 1, 2
2019/11/24, 23, 23, 12, 1, 1
2019/11/25, 28, 18, 18, 1, 2
2019/11/26, 46, 21, 23, 1, 4
2019/11/27, 52, 19, 21, 1, 5
2019/11/28, 51, 20, 6, 1, 1
2019/11/29, 15, 21, 9, , 1
2019/11/30, 16, 27, 9, 1, 1
2019/12/1, 21, 27, 18, 1, 2
2019/12/2, 31, 29, 8, , 
2019/12/3, 14, 25, 17, 1, 1
2019/12/4, 18, 17, 26, 1, 3
2019/12/5, 35, 17, 18, 1, 2
2019/12/6, 36, 10, 21, 1, 2
2019/12/7, 30, 20, 13, 1, 2
2019/12/8, 36, 23, 21, 1, 3
2019/12/9, 35, 29, 16, 1, 1
2019/12/10, 26, 23, 11, 1, 1
2019/12/11, 26, 18, 19, , 2
2019/12/12, 33, 20, 23, , 3
2019/12/13, 47, 11, 20, 1, 1
2019/12/14, 32, 22, 11, 1, 1
2019/12/15, 14, 25, 4, 1, 1
2019/12/16, 19, 23, 17, 1, 2
2019/12/17, 29, 17, 24, 1, 1
2019/12/18, 30, 21, 19, 1, 1
2019/12/19, 27, 20, 13, 1, 1
2019/12/20, 31, 21, 18, 1, 1
2019/12/21, 37, 12, 27, 1, 3
2019/12/22, 45, 14, 21, 1, 3
2019/12/23, 67, 25, 25, , 3
2019/12/24, 53, 22, 17, , 2
2019/12/25, 28, 15, 20, 2, 2
2019/12/26, 45, 20, 18, 1, 3
2019/12/27, 45, 22, 19, , 2
2019/12/28, 37, 20, 12, , 2
2019/12/29, 26, , 12, , 1
2019/12/30, 29, , , , 
2019/7/2, 31, 29, 12, , 1
2019/7/3, 33, 55, 14, 1, 2
2019/7/4, 55, 32, 10, 1, 2
2019/7/5, 65, 43, 9, , 2
2019/7/6, 60, 35, 5, , 1
2019/7/7, 37, 20, 8, 1, 
2019/7/8, 20, 29, 9, 1, 
2019/7/9, 28, 30, 15, , 1
2019/7/10, 39, 41, 15, 1, 2
2019/7/11, 57, 43, 12, , 1
2019/7/12, 55, 29, 9, 1, 
2019/7/13, 16, 31, 8, , 2
2019/7/14, 32, 32, 6, , 1
2019/7/15, 36, 23, 9, , 1
2019/7/16, 21, 52, 13, 1, 2
2019/7/17, 36, 37, 11, 1, 1
2019/7/18, 41, 14, 7, 1, 
2019/7/19, 16, 57, 13, 1, 1
2019/7/20, 35, 35, 6, , 2
2019/7/21, 44, 35, 5, , 
2019/7/22, 20, 20, 10, 1, 
2019/7/23, 38, 24, 6, , 
2019/7/24, 17, 28, 12, , 1
2019/7/25, 30, 24, 8, , 1
2019/7/26, 28, 34, 12, 1, 2
2019/7/27, 45, 36, 7, 1, 1
2019/7/28, 33, 45, 6, , 1
2019/7/29, 40, 44, 12, , 2
2019/7/30, 53, 49, 13, , 2
2019/7/31, 65, 44, 14, , 2
2019/8/1, 50, 27, 12, , 1
2019/8/2, 32, 43, 13, 1, 
2019/8/3, 33, 35, 8, , 
2019/8/4, 37, 32, 7, 1, 
2019/8/5, 38, 36, 9, , 
2019/8/6, 21, 27, 11, , 
2019/8/7, 38, 36, 10, , 
2019/8/8, 31, 43, 11, , 
2019/8/9, 25, 28, 11, , 
2019/8/10, 24, 20, 6, , 
2019/8/11, 19, 16, 4, , 
2019/8/12, 17, 40, 11, , 
2019/8/13, 34, 31, 11, , 
2019/8/14, 38, 25, 6, 1, 
2019/8/15, 34, 26, 6, , 
2019/8/16, 24, 22, 8, , 1
2019/8/17, 19, 18, 5, , 
2019/8/18, 22, 32, 11, , 
2019/8/19, 30, 37, 10, , 
2019/8/20, 36, 34, 16, , 1
2019/8/21, 36, 34, 15, , 
2019/8/22, 41, 37, 11, , 
2019/8/23, 35, 21, 12, , 
2019/8/24, 26, 13, 5, , 
2019/8/25, 21, 22, 5, , 
2019/8/26, 18, 23, 6, , 1
2019/8/27, 23, 28, 12, 1, 1
2019/8/28, 29, 19, 10, , 1
2019/8/29, 17, 33, 12, , 
2019/8/30, 17, 51, 13, 1, 
2019/8/31, 35, 27, 8, , 
2019/9/1, 21, 15, 5, , 
2019/9/2, 22, 21, 7, , 
2019/9/3, 29, 23, 9, , 
2019/9/4, 26, 36, 12, , 
2019/9/5, 29, 23, 8, , 
2019/9/6, 18, 19, 10, 1, 
2019/9/7, 29, 18, 4, , 
2019/9/8, 12, 19, 6, , 
2019/9/9, 23, 20, 8, 1, 
2019/9/10, 26, 19, 7, 1, 
2019/9/11, 25, 39, 10, , 1
2019/9/12, 40, 22, 9, , 
2019/9/13, 26, 19, 5, 1, 
2019/9/14, 23, 21, 9, , 2
2019/9/15, 29, 29, 6, , 1
2019/9/16, 18, 22, 12, 1, 1
2019/9/17, 19, 14, 8, , 
2019/9/18, 23, 21, 6, , 
2019/9/19, 20, 21, 13, 1, 1
2019/9/20, 28, 30, 17, , 3
2019/9/21, 39, 33, 15, , 2
2019/9/22, 40, 48, 10, 1, 2
2019/9/23, 43, 40, 11, 1, 1
2019/9/24, 51, 23, 9, , 1
2019/9/25, 23, 18, 10, 1, 1
2019/9/26, 24, 39, 16, 1, 
2019/9/27, 38, 30, 14, , 
2019/9/28, 33, 37, 9, , 
2019/9/29, 32, 22, 7, , 
2019/9/30, 22, 17, 5, , 
2019/10/1, 23, 25, 11, , 
2019/4/2, 26, 36, 22, 1, 2
2019/4/3, 39, 39, 11, , 
2019/4/4, 17, 34, 11, , 
2019/4/5, 29, 30, 12, , 
2019/4/6, 30, 22, 14, , 1
2019/4/7, 29, , 13, , 2
2019/4/8, 34, 26, 15, , 
2019/4/9, 30, 26, 7, , 
2019/4/10, 16, 27, 13, , 
2019/4/11, 20, 34, 17, , 1
2019/4/12, 36, 34, 21, , 1
2019/4/13, 38, 36, 9, , 1
2019/4/14, 15, 36, 11, 1, 1
2019/4/15, 30, 39, 9, 1, 
2019/4/16, 14, 29, 9, , 
2019/4/17, 21, 36, 13, , 
2019/4/18, 31, 33, 18, , 1
2019/4/19, 31, 36, 7, , 
2019/4/20, 21, 31, 4, , 
2019/4/21, 22, 34, 7, , 
2019/4/22, 17, 29, 11, 1, 
2019/4/23, 21, 23, 7, , 
2019/4/24, 13, 29, 12, , 1
2019/4/25, 29, 25, 9, , 
2019/4/26, 22, 20, 6, , 
2019/4/27, 18, 30, 8, 1, 
2019/4/28, 10, 32, 8, , 
2019/4/29, 26, 34, 15, , 1
2019/4/30, 31, 29, 17, 1, 1
2019/5/3, 17, 28, 8, 1, 
2019/5/4, 26, 27, 9, 1, 
2019/5/5, 18, 26, 9, 1, 
2019/5/6, 12, 29, 7, 1, 
2019/5/7, 14, 42, 40, 1, 1
2019/5/8, 37, 30, 28, 1, 
2019/5/9, 26, 32, 7, 1, 
2019/5/10, 27, 30, 13, 1, 
2019/5/11, 30, 31, 6, 1, 1
2019/5/12, 14, 28, 6, 1, 
2019/5/13, 18, 24, 3, 1, 
2019/5/14, 21, 24, 8, 1, 
2019/5/15, 13, 23, 16, 1, 1
2019/5/16, 30, 30, 18, 1, 1
2019/5/17, 24, 24, 23, 1, 2
2019/5/18, 57, 32, 6, 1, 1
2019/5/19, 22, 33, 6, 1, 1
2019/5/20, 32, 38, 10, 1, 1
2019/5/21, 37, 27, 8, , 
2019/5/22, 17, 27, 9, , 
2019/5/23, 20, 31, 10, , 
2019/5/24, 25, 29, 8, , 
2019/5/25, 19, 31, 7, , 1
2019/5/26, 22, 38, 5, , 
2019/5/27, 23, 26, 9, 1, 
2019/5/28, 19, 23, 4, , 
2019/5/29, 19, 25, 7, , 
2019/5/30, 13, 22, 11, , 1
2019/5/31, 20, 23, 10, , 1
2019/6/1, 18, 28, 8, , 1
2019/6/2, 37, 25, 6, , 
2019/6/3, 15, 28, 9, , 1
2019/6/4, 19, 33, 11, , 1
2019/6/5, 23, 49, 12, , 1
2019/6/6, 42, 30, 9, 1, 
2019/6/7, 30, 31, 10, , 1
2019/6/8, 26, 30, 7, , 1
2019/6/9, 28, 39, 8, , 1
2019/6/10, 26, 30, 8, 1, 
2019/6/11, 29, 28, 9, , 1
2019/6/12, 11, 31, 9, , 
2019/6/13, 22, 28, 8, , 
2019/6/14, 17, 33, 9, , 1
2019/6/15, 21, 41, 7, , 1
2019/6/16, 30, 34, 8, , 1
2019/6/17, 41, 27, 8, , 1
2019/6/18, 30, 16, 15, 1, 1
2019/6/19, 47, 30, 9, 1, 
2019/6/20, 30, 22, 7, 1, 
2019/6/21, 11, 18, 11, , 1
2019/6/22, 23, 22, 7, , 1
2019/6/23, 22, 25, 5, , 1
2019/6/24, 25, 33, 10, 1, 
2019/6/25, 41, 28, 10, , 1
2019/6/26, 42, 26, 8, 1, 
2019/6/27, 21, 26, 14, 1, 1
2019/6/28, 25, 48, 13, 1, 2
2019/6/29, 43, 41, 13, , 2
2019/6/30, 46, 26, 6, , 1
2019/7/1, 24, 25, 9, , 1
2019/1/2, 25, 22, 16, 1, 1
2019/1/3, 37, 15, 16, 1, 3
2019/1/4, 37, 17, 18, 1, 3
2019/1/5, 42, 11, 18, 1, 3
2019/1/6, 62, 27, 9, 1, 2
2019/1/7, 38, 25, 18, 1, 1
2019/1/8, 36, 14, 23, 1, 3
2019/1/9, 38, 19, 14, 1, 3
2019/1/10, 35, 21, 10, , 1
2019/1/11, 30, 26, 11, , 1
2019/1/12, 35, 25, 10, , 1
2019/1/13, 30, 22, 13, 1, 1
2019/1/14, 37, 17, 23, 1, 3
2019/1/15, 47, 22, 23, 1, 3
2019/1/16, 38, 21, 21, 1, 3
2019/1/17, 54, 23, 18, , 2
2019/1/18, 40, 17, 19, , 3
2019/1/19, 43, 22, 9, , 1
2019/1/20, 41, 23, 9, , 1
2019/1/21, 29, 23, 9, , 1
2019/1/22, 42, 21, 12, , 1
2019/1/23, 48, , , , 
2019/1/29, 48, 26, 11, 1, 1
2019/1/30, 39, 27, 15, 1, 2
2019/1/31, 44, 25, 14, 1, 2
2019/2/1, 49, 22, 17, 1, 2
2019/2/2, 55, 27, 19, 1, 3
2019/2/3, 60, 19, 17, 1, 3
2019/2/4, 69, 26, 22, 1, 3
2019/2/5, 69, 26, 18, 1, 3
2019/2/6, 49, 23, 8, 1, 1
2019/2/7, 37, 18, 10, , 1
2019/2/8, 34, 21, 14, 1, 2
2019/2/9, 23, 28, 8, , 1
2019/2/10, 31, 29, 10, , 2
2019/2/11, 26, 27, 15, , 1
2019/2/12, 24, 25, 11, 1, 1
2019/2/13, 27, 25, 16, 1, 2
2019/2/14, 21, 28, 19, 1, 2
2019/2/15, 37, 29, 17, 1, 1
2019/2/16, 43, 26, 10, 1, 1
2019/2/17, 35, 29, 9, 1, 
2019/2/18, 34, 28, 15, , 
2019/2/19, 36, 28, 17, 1, 1
2019/2/20, 41, 23, 23, 1, 2
2019/2/21, 48, 23, 22, 1, 1
2019/2/22, 32, 31, 19, , 1
2019/2/23, 31, 26, 16, 1, 
2019/2/24, 42, 30, 8, 1, 2
2019/2/25, 27, 31, 8, 1, 
2019/2/26, 20, 28, 10, , 
2019/2/27, 30, 26, 17, 1, 1
2019/2/28, 34, 27, 25, 1, 1
2019/3/1, 50, 29, 27, 1, 2
2019/3/2, 49, 28, 18, , 1
2019/3/3, 34, 31, 17, 1, 1
2019/3/4, 47, 31, 18, , 1
2019/3/5, 32, 30, 24, 1, 2
2019/3/6, 56, 30, 18, 1, 1
2019/3/7, 48, 28, 19, 1, 1
2019/3/8, 39, 33, 27, 1, 2
2019/3/9, 49, 37, 21, 1, 2
2019/3/10, 56, 33, 17, 1, 3
2019/3/11, 37, 36, 17, 1, 1
2019/3/12, 30, 32, 14, , 1
2019/3/13, 32, 27, 18, 1, 
2019/3/14, 40, 33, 21, 1, 1
2019/3/15, 36, 35, 13, , 
2019/3/16, 24, 32, 7, , 
2019/3/17, 18, 32, 7, , 
2019/3/18, 23, 33, 19, , 1
2019/3/19, 32, 32, 24, 1, 2
2019/3/20, 42, 35, 22, 1, 2
2019/3/21, 39, 37, 15, , 
2019/3/22, 31, 33, 10, , 
2019/3/23, 13, 31, 7, , 
2019/3/24, 18, 41, 11, 1, 1
2019/3/25, 27, 34, 16, , 
2019/3/26, 31, 35, 13, , 
2019/3/27, 31, 34, 12, , 
2019/3/28, 33, 35, 16, , 
2019/3/29, 34, 29, 21, , 1
2019/3/30, 34, 37, 9, 1, 
2019/3/31, 36, 37, 5, , 
2019/4/1, 17, 32, 14, , 1
2018/10/2, 41, 11, 11, 1, 1
2018/10/3, 24, 10, 12, 1, 2
2018/10/4, 35, 26, 12, 1, 3
2018/10/5, 39, 17, 7, 1, 1
2018/10/6, 30, 23, 13, 1, 2
2018/10/7, 48, 20, 5, 1, 2
2018/10/8, 33, 13, 6, 1, 1
2018/10/9, 33, 23, 11, 1, 3
2018/10/10, 37, 27, 11, 1, 3
2018/10/11, 31, 8, 8, 1, 1
2018/10/12, 34, 12, 10, 1, 2
2018/10/13, 24, 18, 12, 1, 2
2018/10/14, 36, 25, 12, 1, 3
2018/10/15, 44, 24, 22, 1, 4
2018/10/16, 61, 22, 12, 1, 2
2018/10/17, 36, 24, 13, 1, 2
2018/10/18, 49, 20, 13, 1, 1
2018/10/19, 40, 25, 19, 1, 2
2018/10/20, 48, 29, 11, 1, 2
2018/10/21, 35, 21, 11, 1, 1
2018/10/22, 33, 21, 20, 1, 2
2018/10/23, 49, 20, 20, 1, 2
2018/10/24, 54, 15, 15, , 2
2018/10/25, 41, 21, 15, 1, 2
2018/10/26, 49, 23, 17, 1, 3
2018/10/27, 48, 26, 5, 1, 
2018/10/28, 37, 17, 9, 1, 2
2018/10/29, 25, 12, 13, 1, 2
2018/10/30, 38, 15, 15, , 2
2018/10/31, 39, 28, 21, , 3
2018/11/1, 55, 18, 16, , 3
2018/11/2, 63, 25, 11, , 1
2018/11/3, 39, 19, 6, , 1
2018/11/4, 20, 20, 8, , 1
2018/11/5, 40, 17, 3, , 
2018/11/6, 39, 18, 14, , 2
2018/11/7, 34, 21, 15, , 2
2018/11/8, 36, 14, 13, , 2
2018/11/9, 44, 16, 15, 1, 1
2018/11/10, 49, 23, 8, , 1
2018/11/11, 30, 25, 8, , 1
2018/11/12, 39, 19, 26, 1, 3
2018/11/13, 54, 20, 13, , 2
2018/11/14, 29, 25, 12, , 1
2018/11/15, 39, 23, 23, 1, 2
2018/11/16, 51, 24, 16, , 1
2018/11/17, 32, 19, 12, , 2
2018/11/18, 51, 18, 11, , 2
2018/11/19, 45, 6, 24, 1, 4
2018/11/20, 63, 13, 18, , 2
2018/11/21, 47, 23, 18, , 2
2018/11/22, 46, 23, 6, , 1
2018/11/23, 42, 22, 15, , 2
2018/11/24, 48, 23, 16, , 2
2018/11/25, 54, 23, 19, , 2
2018/11/26, 53, 28, 16, , 2
2018/11/27, 51, 23, 14, , 1
2018/11/28, 55, 12, 12, , 2
2018/12/1, 42, 17, 13, , 2
2018/12/2, 45, 24, 12, , 2
2018/12/3, 42, 13, 18, , 3
2018/12/4, 47, 23, 13, , 1
2018/12/5, 27, 20, 22, 1, 2
2018/12/6, 44, 19, 21, , 3
2018/12/7, 46, 22, 14, , 2
2018/12/8, 49, 25, 12, , 2
2018/12/9, 35, 22, 22, 1, 3
2018/12/10, 57, 22, 22, 1, 2
2018/12/11, 54, 14, 30, 1, 4
2018/12/12, 60, 24, 21, 1, 2
2018/12/13, 57, 17, 24, 1, 2
2018/12/14, 55, 18, 35, 1, 4
2018/12/15, 57, 19, 15, , 2
2018/12/16, 38, 21, 5, , 
2018/12/17, 34, 19, 16, , 2
2018/12/18, 32, 20, 10, , 1
2018/12/19, 30, 17, 23, 1, 3
2018/12/20, 44, 12, 28, 1, 4
2018/12/21, 68, 29, 12, 1, 1
2018/12/22, 29, 31, 6, , 1
2018/12/23, 29, 24, 10, , 1
2018/12/24, 26, 17, 22, 1, 3
2018/12/25, 54, 27, 9, 1, 1
2018/12/26, 42, 20, 18, , 2
2018/12/27, 39, 22, 16, , 3
2018/12/28, 45, 24, 15, 1, 2
2018/12/29, 37, 21, 13, 1, 3
2018/12/30, 34, 23, 14, , 2
2018/12/31, 41, , , , 
2018/7/2, 67, 43, 6, 1, 1
2018/7/3, 65, 48, 11, 1, 3
2018/7/4, 75, 39, 9, 1, 3
2018/7/5, 69, 40, 10, 1, 2
2018/7/6, 67, 24, 6, 1, 1
2018/7/7, 29, 31, 6, 1, 1
2018/7/8, 36, 33, 7, 1, 2
2018/7/9, 50, 40, 11, 1, 2
2018/7/10, 50, 60, 13, 1, 2
2018/7/11, 55, 26, 7, 1, 1
2018/7/12, 46, 24, 11, 1, 2
2018/7/13, 45, 35, 9, 1, 1
2018/7/14, 50, 24, 5, 1, 2
2018/7/15, 43, 35, 5, 1, 1
2018/7/16, 44, 41, 8, 1, 2
2018/7/17, 49, 40, 11, 1, 2
2018/7/18, 44, 28, 11, 1, 1
2018/7/19, 38, 34, 10, 1, 1
2018/7/20, 44, 39, 11, 1, 1
2018/7/21, 47, 27, 7, 1, 1
2018/7/22, 49, 26, 4, 1, 
2018/7/23, 24, 15, 6, 1, 
2018/7/24, 35, 19, 7, 1, 1
2018/7/25, 40, 17, 6, 1, 2
2018/7/26, 24, 32, 10, 1, 2
2018/7/27, 16, 46, 15, 1, 3
2018/7/28, 50, 42, 7, 1, 2
2018/7/29, 38, 28, 5, 1, 2
2018/7/30, 36, 31, 12, 1, 2
2018/7/31, 50, 43, 14, 1, 3
2018/8/1, 58, 26, 14, 1, 2
2018/8/2, 49, 40, 9, 1, 2
2018/8/3, 20, 26, 8, 1, 2
2018/8/6, 23, 46, 15, 1, 3
2018/8/7, 27, 48, 14, 1, 3
2018/8/8, 16, 46, 11, 1, 2
2018/8/10, 21, 37, 15, 1, 3
2018/8/11, 45, 24, 6, 1, 1
2018/8/12, 27, 17, 6, 1, 1
2018/8/13, 22, 24, 9, 1, 1
2018/8/14, 27, 32, 10, 1, 1
2018/8/15, 9, 38, 14, 1, 3
2018/8/16, 23, 41, 16, 1, 3
2018/8/17, 67, 36, 10, 1, 2
2018/8/18, 41, 28, 7, 1, 2
2018/8/19, 25, 20, 2, 1, 1
2018/8/20, 22, 20, 4, 1, 1
2018/8/21, 24, 19, 4, 1, 1
2018/8/22, 32, 24, 9, 1, 2
2018/8/23, 13, 19, 13, 1, 2
2018/8/24, 32, 38, 14, 1, 3
2018/8/25, 50, 42, 11, 1, 3
2018/8/26, 55, 42, 7, 1, 3
2018/8/27, 55, 36, 13, , 3
2018/8/28, 45, 72, 16, , 4
2018/8/29, 63, 62, 18, 1, 3
2018/8/30, 59, 37, 14, 1, 2
2018/8/31, 49, 22, 3, 1, 1
2018/9/1, 28, 19, 1, , 
2018/9/2, 38, 39, 6, 1, 4
2018/9/3, 34, 37, 5, 1, 2
2018/9/4, 31, 30, 11, 1, 1
2018/9/5, 24, 36, 11, 1, 2
2018/9/6, 34, 39, 11, 1, 2
2018/9/7, 25, 17, 7, 1, 1
2018/9/8, 22, 20, 9, 1, 1
2018/9/9, 36, 16, 2, 1, 
2018/9/10, 27, 20, 1, 1, 1
2018/9/11, 24, 16, 15, 1, 2
2018/9/12, 26, 9, 11, 1, 1
2018/9/13, 23, 14, 10, 1, 2
2018/9/14, 21, 25, 13, 1, 2
2018/9/15, 36, 23, 10, 1, 3
2018/9/16, 40, 22, 11, 1, 4
2018/9/17, 44, 29, 11, 1, 2
2018/9/18, 22, 16, 12, 1, 3
2018/9/19, 8, 12, 5, 1, 1
2018/9/20, 13, 17, 3, 1, 
2018/9/21, 21, 23, 13, 1, 2
2018/9/22, 32, 22, 6, 1, 1
2018/9/23, 25, 18, 13, 1, 3
2018/9/24, 29, 23, 6, 1, 1
2018/9/25, 36, 23, 3, 1, 1
2018/9/26, 22, 24, 9, 1, 2
2018/9/27, 21, 20, 10, 1, 1
2018/9/28, 23, 15, 10, 1, 2
2018/9/29, 24, 26, 11, 1, 3
2018/9/30, 31, 28, 13, 1, 3
2018/10/1, 36, 18, 18, 1, 2
2018/4/2, 38, , 23, , 3
2018/4/3, 49, , 19, , 3
2018/4/4, 55, , 12, , 2
2018/4/5, 36, , 9, , 2
2018/4/6, 40, , 24, , 3
2018/4/7, 53, , 12, , 2
2018/4/8, 38, , 7, , 1
2018/4/9, 35, , 16, , 2
2018/4/10, 42, , 13, , 2
2018/4/11, 53, , 17, , 4
2018/4/12, 70, , 17, , 3
2018/4/13, 65, , 23, , 3
2018/4/14, 71, , 10, , 1
2018/4/15, 52, , 2, , 1
2018/4/16, 39, , 4, , 1
2018/4/17, 34, , 10, , 2
2018/4/18, 32, , 11, , 2
2018/4/19, 36, , 19, , 3
2018/4/20, 42, , 10, , 2
2018/4/21, 34, , 11, , 2
2018/4/22, 38, , 13, , 2
2018/4/23, 43, , 14, , 2
2018/4/24, 46, , 17, , 2
2018/4/25, 49, , 11, , 1
2018/4/26, 31, , 13, , 2
2018/4/27, 26, , 14, , 2
2018/4/28, 37, , 9, , 2
2018/4/29, 50, , 9, , 2
2018/4/30, 36, , 12, , 2
2018/5/1, 32, , 17, , 3
2018/5/2, 50, , 19, , 3
2018/5/3, 57, , 20, , 3
2018/5/4, 64, , 12, , 2
2018/5/5, 52, , 8, , 2
2018/5/6, 37, , 11, , 2
2018/5/7, 45, , 11, , 2
2018/5/8, 52, , 5, , 1
2018/5/9, 41, , 10, , 2
2018/5/10, 41, , 9, , 1
2018/5/11, 39, , 12, , 2
2018/5/12, 34, , 11, , 1
2018/5/13, 40, , 4, , 1
2018/5/14, 40, , 11, , 2
2018/5/15, 41, 35, 13, , 2
2018/5/16, 49, 24, 7, , 1
2018/5/17, 42, 24, 13, , 3
2018/5/18, 48, 24, 4, , 1
2018/5/19, 40, 24, 5, , 1
2018/5/20, 40, 23, 6, , 2
2018/5/21, 18, 35, 14, , 2
2018/5/22, 45, 31, 18, , 3
2018/5/23, 50, 33, 10, , 2
2018/5/24, 43, 34, 6, , 1
2018/5/25, 42, 62, 13, , 2
2018/5/26, 61, 56, 9, 1, 2
2018/5/27, 58, 28, 2, , 
2018/5/28, 46, 20, 3, , 1
2018/5/29, 37, 31, 10, , 2
2018/5/30, 47, 23, 11, , 2
2018/5/31, 52, 35, 12, , 2
2018/6/1, 47, 22, 10, , 2
2018/6/2, 30, 18, 5, , 1
2018/6/3, 29, 24, 1, , 
2018/6/4, 32, 24, 2, , 1
2018/6/5, 27, 17, 10, , 1
2018/6/6, 32, 25, 5, , 1
2018/6/7, 29, 28, 10, , 2
2018/6/8, 43, 40, 17, , 3
2018/6/9, 54, 31, 15, 1, 3
2018/6/10, 54, 33, 6, 1, 1
2018/6/11, 49, 25, 5, , 1
2018/6/12, 44, 40, 9, , 1
2018/6/13, 50, 30, 9, , 2
2018/6/14, 41, 32, 9, , 2
2018/6/15, 41, 16, 5, , 1
2018/6/16, 27, 12, 11, , 3
2018/6/17, 48, , 11, , 2
2018/6/18, 61, 49, 12, , 2
2018/6/19, 64, 28, 10, , 2
2018/6/20, 36, 37, 16, , 2
2018/6/21, 49, 31, 12, , 2
2018/6/22, 53, 26, 8, , 1
2018/6/23, 49, 24, 4, , 1
2018/6/24, 38, 26, 6, , 2
2018/6/25, 45, 22, 6, , 1
2018/6/26, 28, 35, 10, , 2
2018/6/27, 45, 32, 8, , 2
2018/6/28, 42, 19, 9, , 2
2018/6/29, 27, 36, 12, , 3
2018/6/30, 41, 44, 12, 1, 3
2018/7/1, 63, 50, 9, 1, 3
2018/1/2, 49, , 25, , 4
2018/1/3, 67, , 28, , 4
2018/1/4, 74, , 19, , 2
2018/1/5, 52, , 9, , 2
2018/1/6, 52, , 10, , 1
2018/1/7, 50, , 17, , 3
2018/1/8, 68, , 22, , 3
2018/1/9, 66, , 20, , 3
2018/1/10, 56, , 23, , 4
2018/1/11, 55, , 23, , 3
2018/1/12, 48, , 11, , 2
2018/1/13, 25, , 4, , 1
2018/1/14, 37, , 14, , 2
2018/1/15, 48, , 23, , 2
2018/1/16, 55, , 22, , 3
2018/1/17, 53, , 20, , 3
2018/1/18, 45, , 18, , 3
2018/1/19, 68, , 22, , 4
2018/1/20, 82, , 21, , 3
2018/1/21, 62, , 27, , 5
2018/1/22, 71, , 25, , 4
2018/1/23, 81, , 26, , 3
2018/1/24, 49, , 15, , 2
2018/1/25, 42, , 15, , 2
2018/1/26, 41, , 22, , 3
2018/1/27, 48, , 15, , 3
2018/1/28, 47, , 14, , 3
2018/1/29, 38, , 12, , 1
2018/1/30, 39, , 17, , 2
2018/1/31, 45, , 17, , 3
2018/2/1, 55, , 19, , 3
2018/2/2, 54, , 13, , 2
2018/2/3, 52, , 14, , 3
2018/2/4, 54, , 13, , 2
2018/2/5, 44, , 16, , 3
2018/2/6, 34, , 22, , 3
2018/2/7, 50, , 24, , 3
2018/2/8, 58, , 16, , 3
2018/2/9, 53, , 21, , 3
2018/2/10, 66, , 15, , 3
2018/2/11, 49, , 16, , 3
2018/2/12, 38, , 18, , 3
2018/2/13, 45, , 13, , 2
2018/2/14, 47, , 23, , 4
2018/2/15, 53, , 20, , 5
2018/2/16, 65, , 15, , 4
2018/2/17, 50, , 9, , 2
2018/2/18, 40, , 15, , 3
2018/2/19, 45, , 16, , 3
2018/2/20, 49, , 12, , 2
2018/2/21, 28, , 11, , 2
2018/2/22, 45, , 10, , 1
2018/2/23, 42, , 15, , 2
2018/2/24, 47, , 10, , 2
2018/2/25, 29, , 5, , 1
2018/2/26, 35, , 17, , 3
2018/2/27, 42, , 23, , 3
2018/2/28, 45, , 18, , 3
2018/3/1, 46, , 17, , 3
2018/3/2, 56, , 3, , 1
2018/3/3, 31, , 3, , 1
2018/3/4, 33, , 3, , 1
2018/3/5, 33, , 9, , 1
2018/3/6, 37, , 10, , 1
