date, pm25, o3, no2, so2, co
2020/2/29, 13, 28, 11, , 2
2020/3/1, 16, 26, 9, , 1
2020/3/2, 19, 36, 20, , 4
2020/3/3, 31, 33, 7, 1, 2
2020/3/4, 33, 28, 5, 1, 1
2020/3/5, 18, 27, 12, 1, 2
2020/3/6, 13, 30, 18, 1, 4
2020/3/7, 25, 32, 3, 1, 1
2020/3/8, 13, 31, 10, 1, 2
2020/3/9, 16, 37, 10, 1, 2
2020/3/10, 24, 31, 10, 1, 2
2020/3/11, 35, 27, 8, 1, 1
2020/3/12, 17, 27, 10, 1, 1
2020/3/13, 19, 30, 8, 1, 1
2020/3/14, 19, 28, 3, 1, 1
2020/3/15, 14, 35, 4, 1, 1
2020/3/16, 12, 31, 6, 1, 1
2020/3/17, 19, 25, 12, 1, 2
2020/3/18, 16, 32, 9, 1, 2
2020/3/19, 18, 27, 8, 1, 1
2020/3/20, 15, 23, 7, 1, 2
2020/3/21, 24, 31, 3, 1, 1
2020/3/22, 10, 32, 3, 1, 1
2020/3/23, 15, 29, 7, 1, 1
2020/3/24, 18, 30, 5, , 1
2020/3/25, 14, 29, 7, , 1
2020/3/26, 16, 33, 5, , 1
2020/3/27, 17, 33, 6, , 1
2020/3/28, 23, 26, 11, , 1
2020/3/29, 22, 20, , , 2
2020/3/30, 21, , , , 
2019/10/2, 27, 22, 10, 1, 2
2019/10/3, 29, 20, 4, , 1
2019/10/4, 25, 22, 5, , 1
2019/10/5, 23, 20, 8, , 2
2019/10/6, 29, 23, 6, , 2
2019/10/7, 35, 26, 3, , 1
2019/10/8, 20, 17, 12, 1, 2
2019/10/9, 22, 14, 7, , 1
2019/10/10, 33, 18, 5, , 1
2019/10/11, 32, 19, 4, , 1
2019/10/12, 32, 19, 6, 1, 2
2019/10/13, 24, 19, 10, 1, 3
2019/10/14, 38, 24, 12, 1, 3
2019/10/15, 41, 22, 11, 1, 2
2019/10/16, 33, 24, 10, 1, 3
2019/10/17, 40, 29, 3, 1, 1
2019/10/18, 26, 18, 6, , 1
2019/10/19, 20, 22, 11, 1, 3
2019/10/20, 34, 15, 17, 1, 4
2019/10/21, 51, 22, 16, 1, 2
2019/10/22, 35, 17, 11, 1, 2
2019/10/23, 35, 23, 12, , 2
2019/10/24, 34, 28, 10, 1, 2
2019/10/25, 38, 20, 21, 1, 3
2019/10/26, 45, 22, 9, 1, 2
2019/10/27, 39, 23, 7, , 2
2019/10/28, 32, 18, 9, , 2
2019/10/29, 27, 18, 11, 1, 2
2019/10/30, 27, 14, 17, 1, 3
2019/10/31, 35, 27, 5, , 1
2019/11/1, 29, 28, 4, , 1
2019/11/2, 26, 19, 13, 1, 3
2019/11/3, 36, 23, 10, 1, 3
2019/11/4, 46, 22, 12, 1, 2
2019/11/5, 40, 14, 20, 1, 4
2019/11/6, 45, 23, 15, 1, 3
2019/11/7, 40, 19, 16, 1, 3
2019/11/8, 46, 20, 7, , 1
2019/11/9, 25, 19, 10, 1, 2
2019/11/10, 35, 23, 14, 1, 3
2019/11/11, 49, 11, 18, 1, 3
2019/11/12, 60, 19, 13, 1, 2
2019/11/13, 37, 21, 10, 1, 2
2019/11/14, 28, 17, 21, 1, 3
2019/11/15, 46, 23, 17, 1, 3
2019/11/16, 51, 26, 7, , 2
2019/11/17, 24, 20, 11, , 2
2019/11/18, 38, 17, 10, , 2
2019/11/19, 36, 15, 18, 1, 3
2019/11/20, 41, 17, 10, , 2
2019/11/21, 32, 14, 20, 1, 5
2019/11/22, 42, 18, 10, 1, 2
2019/11/23, 46, 24, 11, 1, 2
2019/11/24, 32, 25, 12, 1, 2
2019/11/25, 40, 21, 13, 1, 3
2019/11/26, 55, 22, 18, 1, 5
2019/11/27, 65, 14, 26, 2, 7
2019/11/28, 62, 21, 5, 1, 1
2019/11/29, 29, 21, 4, , 1
2019/11/30, 24, 27, 6, 1, 1
2019/12/1, 27, 23, 16, 1, 2
2019/12/2, 44, 29, 7, , 1
2019/12/3, 27, 25, 14, 1, 2
2019/12/4, 31, 19, 19, 1, 3
2019/12/5, 45, 18, 13, 1, 2
2019/12/6, 45, 13, 19, 1, 3
2019/12/7, 39, 21, 12, 1, 2
2019/12/8, 35, 22, 16, 1, 3
2019/12/9, 46, 27, 14, 1, 3
2019/12/10, 35, 23, 6, 1, 2
2019/12/11, 43, 20, 12, , 2
2019/12/12, 30, 22, 18, , 3
2019/12/13, 46, 10, 28, 1, 4
2019/12/14, 49, 24, 15, 1, 4
2019/12/19, 16, 22, 10, 1, 2
2019/12/20, 19, 22, 11, 1, 2
2019/12/21, 24, 15, 23, 1, 4
2019/12/22, 34, 14, 17, 1, 4
2019/12/23, 63, 25, 18, , 4
2019/12/24, 46, 23, 9, , 2
2019/12/25, 22, 17, 20, 2, 4
2019/12/26, 31, 21, 21, 2, 4
2019/12/27, 42, 23, 12, , 3
2019/12/28, 24, 20, 9, 1, 2
2019/12/29, 23, 19, 12, 1, 2
2019/12/30, 23, , , , 
2019/7/2, 26, 30, 6, , 2
2019/7/3, 27, 55, 10, 1, 2
2019/7/4, 47, 33, 7, 1, 2
2019/7/5, 59, 43, 4, , 2
2019/7/6, 55, 36, 3, , 2
2019/7/7, 32, 21, 7, 1, 2
2019/7/8, 27, 29, 8, 1, 2
2019/7/9, 30, 31, 11, , 2
2019/7/10, 33, 42, 19, 1, 3
2019/7/11, 51, 43, 9, , 2
2019/7/12, 51, 30, 13, 1, 2
2019/7/13, 29, 31, 6, , 2
2019/7/14, 39, 32, 4, , 2
2019/7/15, 37, 23, 6, , 1
2019/7/16, 17, 40, 7, 1, 2
2019/7/17, 34, 41, 6, 1, 2
2019/7/18, 42, 15, 10, 1, 1
2019/7/19, 19, 39, 8, 1, 2
2019/7/20, 32, 40, 3, , 2
2019/7/21, 46, 35, 6, , 1
2019/7/22, 26, 21, 9, 1, 1
2019/7/23, 38, 28, 5, , 1
2019/7/24, 23, 28, 9, , 2
2019/7/25, 33, 25, 7, , 2
2019/7/26, 35, 35, 7, 1, 2
2019/7/27, 41, 37, 3, 1, 2
2019/7/28, 31, 45, 2, , 2
2019/7/29, 37, 44, 5, , 2
2019/7/30, 52, 50, 6, , 3
2019/7/31, 63, 44, 7, , 2
2019/8/1, 45, 27, 6, , 2
2019/8/2, 29, 43, 9, 1, 2
2019/8/3, 30, 36, 3, , 2
2019/8/4, 31, 32, 6, 1, 2
2019/8/5, 34, 37, 6, , 1
2019/8/6, 26, 27, 7, , 2
2019/8/7, 34, 37, 4, , 2
2019/8/8, 32, 42, 4, , 2
2019/8/9, 25, 31, 5, , 2
2019/8/10, 27, 21, 4, , 1
2019/8/11, 18, 16, 3, , 1
2019/8/12, 14, 35, 4, , 2
2019/8/13, 32, 33, 5, , 2
2019/8/14, 40, 27, 6, 1, 2
2019/8/15, 37, 26, 9, , 2
2019/8/16, 31, 24, 9, , 2
2019/8/17, 28, 20, 7, , 2
2019/8/18, 19, 33, 8, , 2
2019/8/19, 33, 37, 4, , 2
2019/8/20, 33, 35, 11, , 2
2019/8/21, 39, 35, 6, , 2
2019/8/22, 34, 37, 5, , 2
2019/8/23, 33, 22, 6, , 1
2019/8/24, 23, 14, 3, , 1
2019/8/25, 18, 22, 3, , 1
2019/8/26, 17, 22, 7, , 2
2019/8/27, 27, 29, 9, 1, 2
2019/8/28, 30, 21, 9, , 2
2019/8/29, 20, 33, 7, , 2
2019/8/30, 21, 51, 6, 1, 2
2019/8/31, 33, 27, 6, , 1
2019/9/1, 19, 15, 4, , 1
2019/9/2, 22, 21, 3, , 2
2019/9/3, 18, 23, 7, , 2
2019/9/4, 26, 33, 3, , 2
2019/9/5, 31, 23, 6, , 1
2019/9/6, 18, 16, 13, 1, 2
2019/9/7, 27, 18, 1, , 1
2019/9/8, 19, 20, 3, , 1
2019/9/9, 20, 20, 8, 1, 2
2019/9/10, 26, 20, 8, 1, 2
2019/9/11, 26, 38, 4, , 2
2019/9/12, 27, 23, 7, , 2
2019/9/13, 23, 20, 6, 1, 2
2019/9/14, 22, 22, 5, , 2
2019/9/15, 24, 30, 3, , 1
2019/9/16, 19, 23, 6, 1, 1
2019/9/17, 19, 15, 7, , 2
2019/9/18, 24, 21, 5, , 1
2019/9/19, 17, 21, 11, 1, 2
2019/9/20, 26, 30, 11, , 3
2019/9/21, 33, 34, 10, , 3
2019/9/22, 39, 48, 4, 1, 2
2019/9/23, 40, 41, 4, 1, 2
2019/9/24, 49, 26, 5, , 1
2019/9/25, 17, 18, 7, 1, 2
2019/9/26, 21, 40, 8, 1, 2
2019/9/27, 34, 23, 7, , 2
2019/9/28, 21, 37, 3, , 1
2019/9/29, 34, 23, 4, , 1
2019/9/30, 24, 18, 5, , 1
2019/10/1, 27, 22, 6, , 2
2019/4/2, 25, 36, 15, 1, 2
2019/4/3, 35, 38, 7, , 2
2019/4/4, 29, 36, 6, , 2
2019/4/5, 27, 30, 10, , 2
2019/4/6, 27, 23, 11, , 2
2019/4/7, 34, , 10, , 3
2019/4/8, 43, 27, 10, , 2
2019/4/9, 34, 25, 9, , 2
2019/4/10, 28, 27, 8, , 2
2019/4/11, 29, 34, 10, , 2
2019/4/12, 33, 34, 12, , 2
2019/4/13, 40, 38, 5, , 2
2019/4/14, 34, 37, 12, 1, 2
2019/4/15, 42, 40, 12, 1, 2
2019/4/16, 23, 29, 6, , 1
2019/4/17, 19, 37, 10, , 2
2019/4/18, 25, 33, 9, , 2
2019/4/19, 28, 36, 2, , 1
2019/4/20, 35, 30, 2, , 1
2019/4/21, 31, 35, 4, , 1
2019/4/22, 18, 29, 12, 1, 2
2019/4/23, 23, 26, 6, , 2
2019/4/24, 21, 29, 8, , 2
2019/4/25, 25, 25, 8, , 2
2019/4/26, 21, 21, 10, , 2
2019/4/27, 26, 30, 6, 1, 2
2019/4/28, 20, 32, 6, , 2
2019/4/29, 30, 34, 8, , 2
2019/4/30, 30, 30, 11, 1, 2
2019/5/1, 29, 27, 19, 1, 3
2019/5/2, 39, 28, 14, 1, 2
2019/5/3, 34, 29, 11, 1, 2
2019/5/4, 37, 28, 14, 1, 2
2019/5/5, 31, 27, 13, 1, 2
2019/5/6, 22, 29, 9, 1, 2
2019/5/7, 23, 42, 9, 1, 2
2019/5/8, 29, 24, 12, 1, 2
2019/5/9, 32, 33, 7, 1, 1
2019/5/10, 31, 31, 6, 1, 2
2019/5/11, 30, 31, 5, 1, 1
2019/5/12, 20, 29, 7, 1, 2
2019/5/13, 21, 25, 9, 1, 2
2019/5/14, 29, 24, 9, 1, 1
2019/5/15, 21, 24, 12, 1, 2
2019/5/16, 22, 31, 15, 1, 3
2019/5/17, 33, 25, 19, 1, 4
2019/5/18, 56, 32, 7, 1, 1
2019/5/19, 25, 34, 3, 1, 1
2019/5/20, 27, 38, 4, 1, 2
2019/5/21, 39, 26, 5, , 1
2019/5/22, 16, 28, 5, , 1
2019/5/23, 16, 31, 4, , 1
2019/5/24, 26, 31, 5, , 1
2019/5/25, 21, 32, 4, , 2
2019/5/26, 22, 39, 3, , 1
2019/5/27, 25, 26, 7, 1, 2
2019/5/28, 27, 25, 8, , 1
2019/5/29, 27, 25, 5, , 1
2019/5/30, 18, 22, 7, , 2
2019/5/31, 21, 24, 9, , 2
2019/6/1, 27, 29, 9, , 2
2019/6/2, 38, 26, 9, , 1
2019/6/3, 19, 28, 6, , 1
2019/6/4, 24, 28, 6, , 1
2019/6/5, 26, 50, 5, , 2
2019/6/6, 47, 32, 6, 1, 2
2019/6/7, 35, 32, 7, , 2
2019/6/8, 33, 31, 5, , 2
2019/6/11, 24, 25, 4, , 1
2019/6/12, 8, 32, 6, , 1
2019/6/13, 16, 28, 7, , 1
2019/6/14, 12, 33, 4, , 1
2019/6/15, 16, 41, 3, , 1
2019/6/16, 23, 34, 6, , 2
2019/6/17, 31, 26, 7, , 2
2019/6/18, 23, 20, 19, 1, 3
2019/6/19, 41, 31, 13, 1, 2
2019/6/20, 32, 24, 8, 1, 2
2019/6/21, 17, 19, 7, , 1
2019/6/22, 14, 22, 8, , 1
2019/6/23, 21, 25, 4, , 1
2019/6/24, 25, 33, 10, 1, 2
2019/6/25, 37, 28, 9, , 2
2019/6/26, 33, 27, 10, 1, 2
2019/6/27, 21, 27, 15, 1, 2
2019/6/28, 33, 48, 12, 1, 3
2019/6/29, 42, 41, 7, , 3
2019/6/30, 43, 28, 5, , 1
2019/7/1, 16, 25, 7, , 2
2019/1/2, 27, 24, 13, 1, 2
2019/1/3, 29, 16, 14, 1, 2
2019/1/4, 31, 19, 15, 1, 3
2019/1/5, 47, 9, 18, 1, 4
2019/1/6, 59, 23, 10, 1, 2
2019/1/7, 38, 25, 14, 1, 2
2019/1/8, 30, 15, 25, 1, 4
2019/1/9, 41, 18, 14, 1, 3
2019/1/10, 31, 21, 8, , 1
2019/1/11, 23, 26, 10, , 2
2019/1/12, 23, 26, 10, , 1
2019/1/13, 31, 24, 12, 1, 2
2019/1/14, 34, 18, 21, 1, 3
2019/1/15, 48, 22, 20, 1, 3
2019/1/16, 38, 19, 18, 1, 3
2019/1/17, 53, 25, 13, , 2
2019/1/18, 35, 17, 21, , 3
2019/1/19, 46, 24, 12, , 2
2019/1/20, 36, 23, 12, , 2
2019/1/21, 28, 23, 9, , 2
2019/1/22, 40, 22, 12, , 1
2019/1/23, 43, , , , 
2019/1/29, 38, 26, 16, 1, 2
2019/1/30, 42, 28, 12, 1, 2
2019/1/31, 37, 25, 10, 1, 2
2019/2/1, 46, 22, 13, 1, 3
2019/2/2, 53, 27, 17, 1, 3
2019/2/3, 59, 19, 20, 1, 3
2019/2/4, 73, 26, 16, 1, 3
2019/2/5, 71, 27, 14, 1, 3
2019/2/6, 49, 23, 9, 1, 2
2019/2/7, 35, 19, 15, , 2
2019/2/8, 34, 21, 12, 1, 2
2019/2/9, 27, 28, 8, , 1
2019/2/10, 28, 29, 8, , 2
2019/2/11, 29, 27, 9, , 2
2019/2/12, 30, 26, 14, 1, 2
2019/2/13, 31, 24, 14, 1, 2
2019/2/14, 27, 28, 15, 1, 3
2019/2/15, 39, 30, 17, 1, 3
2019/2/16, 48, 26, 11, 1, 2
2019/2/17, 35, 30, 8, 1, 2
2019/2/18, 32, 23, 15, , 2
2019/2/19, 37, 29, 13, 1, 2
2019/2/20, 31, 24, 17, 1, 3
2019/2/21, 40, 24, 16, 1, 3
2019/2/22, 42, 32, 14, , 2
2019/2/23, 41, 26, 17, 1, 3
2019/2/24, 44, 30, 10, 1, 2
2019/2/25, 30, 31, 5, 1, 2
2019/2/26, 23, 29, 9, , 2
2019/2/27, 33, 26, 10, 1, 2
2019/2/28, 34, 28, 19, 1, 3
2019/3/1, 44, 29, 21, 1, 3
2019/3/2, 40, 28, 15, , 3
2019/3/3, 39, 32, 16, 1, 3
2019/3/4, 51, 31, 16, , 3
2019/3/5, 35, 31, 16, 1, 3
2019/3/6, 45, 30, 12, 1, 2
2019/3/7, 42, 29, 12, 1, 2
2019/3/8, 40, 34, 17, 1, 3
2019/3/9, 48, 37, 21, 1, 3
2019/3/10, 59, 33, 21, 1, 4
2019/3/11, 44, 37, 13, 1, 2
2019/3/12, 39, 34, 10, , 2
2019/3/13, 32, 28, 16, 1, 2
2019/3/14, 35, 34, 17, 1, 2
2019/3/15, 41, 36, 9, , 2
2019/3/16, 47, 32, 5, , 2
2019/3/17, 26, 33, 6, , 2
2019/3/18, 24, 33, 13, , 2
2019/3/19, 25, 33, 19, 1, 3
2019/3/20, 34, 36, 19, 1, 3
2019/3/21, 43, 37, 12, , 2
2019/3/22, 35, 34, 8, , 2
2019/3/23, 24, 31, 7, , 2
2019/3/24, 21, 41, 7, 1, 2
2019/3/25, 32, 34, 10, , 2
2019/3/26, 28, 36, 9, , 2
2019/3/27, 28, 34, 10, , 2
2019/3/28, 30, 36, 10, , 2
2019/3/29, 38, 32, 13, , 2
2019/3/30, 40, 38, 11, 1, 2
2019/3/31, 48, 37, 4, , 1
2019/4/1, 30, 32, 10, , 2
2018/10/2, 37, 16, 15, 1, 2
2018/10/3, 35, 9, 10, 1, 2
2018/10/4, 27, 26, 7, 1, 2
2018/10/5, 34, 19, 8, 1, 2
2018/10/10, 20, 30, 6, 1, 2
2018/10/11, 20, 11, 13, 1, 2
2018/10/12, 38, 13, 8, 1, 2
2018/10/13, 16, 18, 8, 1, 2
2018/10/14, 25, 26, 8, 1, 2
2018/10/15, 39, 25, 17, 1, 3
2018/10/16, 43, 23, 7, 1, 2
2018/10/17, 22, 26, 7, 1, 2
2018/10/18, 36, 22, 8, 1, 1
2018/10/19, 25, 27, 14, 1, 2
2018/10/20, 33, 31, 7, 1, 2
2018/10/21, 33, 23, 8, 1, 1
2018/10/22, 25, 23, 16, 1, 2
2018/10/23, 35, 20, 18, 2, 3
2018/10/24, 39, 17, 12, , 2
2018/10/25, 25, 20, 11, 1, 2
2018/10/26, 34, 24, 14, 1, 3
2018/10/27, 31, 27, 8, 1, 2
2018/10/28, 28, 19, 7, 1, 2
2018/10/29, 21, 13, 11, 1, 3
2018/10/30, 36, 17, 11, , 3
2018/10/31, 29, 26, 19, , 4
2018/11/1, 41, 23, 18, , 4
2018/11/2, 56, 25, 9, , 2
2018/11/3, 41, 26, 6, , 2
2018/11/4, 17, 21, 7, , 2
2018/11/5, 26, 18, 12, , 2
2018/11/6, 29, 24, 14, , 3
2018/11/7, 24, 22, 11, , 2
2018/11/8, 31, 18, 10, , 2
2018/11/9, 28, 14, 16, 1, 2
2018/11/10, 35, 23, 7, , 2
2018/11/11, 22, 26, 7, , 1
2018/11/12, 30, 22, 25, 1, 3
2018/11/13, 44, 22, 16, , 2
2018/11/14, 33, 25, 9, , 1
2018/11/15, 25, 23, 18, 1, 2
2018/11/16, 40, 26, 12, , 2
2018/11/17, 28, 17, 10, , 2
2018/11/18, 39, 17, 10, , 2
2018/11/19, 34, 7, 23, 1, 4
2018/11/20, 55, 13, 17, , 2
2018/11/21, 42, 22, 13, , 2
2018/11/22, 40, 23, 6, , 1
2018/11/23, 32, 23, 12, , 2
2018/11/24, 35, 25, 17, , 3
2018/11/25, 49, 27, 21, , 3
2018/11/26, 36, 24, 18, , 2
2018/11/27, 44, 26, 13, , 2
2018/11/28, 24, 14, 10, , 2
2018/11/29, 25, 18, 10, , 1
2018/11/30, 23, 16, 15, 1, 2
2018/12/1, 35, 16, 16, , 3
2018/12/2, 35, 23, 15, , 3
2018/12/3, 35, 15, 16, , 3
2018/12/4, 42, 23, 8, , 1
2018/12/5, 16, 21, 16, 1, 2
2018/12/6, 28, 20, 17, , 3
2018/12/7, 43, 23, 10, , 2
2018/12/8, 49, 26, 7, , 1
2018/12/9, 29, 25, 21, 1, 3
2018/12/10, 58, 23, 17, 1, 2
2018/12/11, 52, 18, 25, 1, 4
2018/12/12, 47, 25, 12, 1, 2
2018/12/13, 53, 20, 23, 1, 3
2018/12/14, 47, 17, 29, 1, 5
2018/12/15, 51, 20, 12, , 2
2018/12/16, 34, 22, 7, , 1
2018/12/17, 36, 21, 10, , 2
2018/12/18, 31, 21, 8, , 1
2018/12/19, 31, 20, 20, 1, 3
2018/12/20, 42, 14, 26, 1, 4
2018/12/21, 73, 28, 17, 1, 2
2018/12/22, 36, 32, 4, , 1
2018/12/23, 35, 25, 9, , 2
2018/12/24, 34, 18, 19, 1, 3
2018/12/25, 50, 28, 11, 1, 2
2018/12/26, 32, 22, 16, , 2
2018/12/27, 40, 23, 13, , 2
2018/12/28, 42, 25, 14, 1, 3
2018/12/29, 33, 17, 11, 1, 3
2018/12/30, 32, 24, 13, , 2
2018/12/31, 37, , , , 
2018/7/2, 67, 37, 11, 1, 2
2018/7/3, 68, 49, 5, 1, 2
2018/7/4, 75, 40, 7, 1, 2
2018/7/5, 74, 41, 5, 1, 2
2018/7/6, 54, 25, 3, 1, 1
2018/7/7, 21, 32, 3, 1, 1
2018/7/8, 30, 34, 4, 1, 1
2018/7/9, 41, 41, 5, 1, 1
2018/7/10, 36, 60, 6, 1, 2
2018/7/11, 42, 27, 9, 1, 2
2018/7/12, 46, 24, 8, 1, 1
2018/7/13, 42, 36, 6, 1, 1
2018/7/14, 43, 24, 4, 1, 1
2018/7/15, 35, 35, 6, 1, 1
2018/7/16, 33, 36, 14, 1, 2
2018/7/17, 43, 41, 6, 1, 2
2018/7/18, 44, 29, 6, 1, 1
2018/7/19, 32, 34, 8, 1, 1
2018/7/20, 32, 40, 9, 1, 2
2018/7/21, 39, 27, 7, 1, 1
2018/7/22, 35, 28, 3, 1, 1
2018/7/23, 10, 15, 2, 1, 1
2018/7/24, 16, 20, 2, 1, 1
2018/7/25, 15, 17, 3, 1, 1
2018/7/26, 13, 33, 5, 1, 1
2018/7/27, 9, 49, 6, 1, 2
2018/7/28, 37, 43, 3, 1, 2
2018/7/29, 31, 30, 4, 1, 1
2018/7/30, 26, 33, 10, 1, 2
2018/7/31, 39, 44, 9, 1, 2
2018/8/1, 47, 30, 6, 1, 2
2018/8/2, 31, 41, 3, 1, 1
2018/8/3, 23, 28, 3, 1, 1
2018/8/4, 20, 21, 3, 1, 1
2018/8/5, 8, 44, 9, 1, 2
2018/8/6, 31, 47, 7, 1, 2
2018/8/7, 50, 49, 7, 1, 2
2018/8/8, 67, 44, 7, 1, 2
2018/8/9, 34, 37, 7, 1, 2
2018/8/10, 26, 36, 10, 1, 2
2018/8/11, 50, 27, 10, 1, 2
2018/8/12, 41, 19, 9, 1, 1
2018/8/13, 34, 17, 12, 1, 2
2018/8/14, 26, 29, 20, 1, 2
2018/8/15, 25, 40, 7, 1, 2
2018/8/16, 26, 41, 8, 1, 3
2018/8/17, 68, 32, 14, 1, 2
2018/8/18, 45, 32, 4, 1, 2
2018/8/19, 39, 21, 2, 1, 1
2018/8/20, 26, 21, 7, 1, 1
2018/8/21, 28, 20, 7, 1, 1
2018/8/22, 26, 25, 6, 1, 2
2018/8/23, 25, 21, 7, 1, 2
2018/8/24, 30, 39, 8, 1, 2
2018/8/25, 50, 44, 5, 1, 2
2018/8/26, 51, 42, 4, 1, 2
2018/8/27, 41, 38, 6, , 2
2018/8/28, 50, 56, 7, , 3
2018/8/29, 73, 55, 6, 1, 2
2018/8/30, 67, 36, 7, 1, 2
2018/8/31, 59, 24, 5, 1, 2
2018/9/1, 44, 19, 4, , 
2018/9/2, 38, 39, 3, 1, 3
2018/9/3, 52, 33, 3, 1, 2
2018/9/4, 55, 32, 7, 1, 1
2018/9/5, 59, 37, 5, 1, 1
2018/9/6, 56, 42, 7, 1, 2
2018/9/7, 52, 21, 8, 1, 2
2018/9/8, 41, 21, 8, 1, 2
2018/9/9, 63, 17, 3, 1, 1
2018/9/11, 43, 18, 11, 1, 2
2018/9/12, 29, 11, 15, 1, 2
2018/9/13, 44, 15, 12, 1, 2
2018/9/14, 29, 27, 15, 1, 2
2018/9/15, 39, 25, 10, 1, 3
2018/9/16, 50, 23, 9, 1, 3
2018/9/17, 51, 32, 5, 1, 2
2018/9/18, 44, 17, 10, 1, 2
2018/9/19, 32, 12, 7, 1, 1
2018/9/20, 29, 16, 5, 1, 1
2018/9/21, 30, 24, 8, 1, 2
2018/9/22, 24, 25, 3, 1, 1
2018/9/23, 29, 19, 10, 1, 2
2018/9/24, 37, 19, 8, 1, 1
2018/9/25, 43, 23, 6, 1, 1
2018/9/26, 37, 23, 5, 1, 1
2018/9/27, 13, 21, 10, 1, 1
2018/9/28, 29, 17, 10, 1, 2
2018/9/29, 36, 28, 7, 1, 2
2018/9/30, 32, 30, 9, 1, 2
2018/10/1, 33, 18, 11, 1, 2
2018/4/2, 23, 31, 14, , 2
2018/4/3, 26, 32, 12, , 2
2018/4/4, 34, 32, 11, , 2
2018/4/5, 22, 34, 4, , 1
2018/4/6, 17, 29, 17, , 3
2018/4/7, 31, 36, 10, , 2
2018/4/8, 26, 31, 6, , 2
2018/4/9, 16, 31, 12, , 2
2018/4/10, 18, 27, 20, , 3
2018/4/11, 45, 33, 15, 1, 3
2018/4/12, 53, 40, 13, , 3
2018/4/13, 56, 36, 20, 1, 3
2018/4/14, 67, 34, 10, 1, 2
2018/4/15, 47, 35, 5, , 1
2018/4/16, 24, 31, 8, , 2
2018/4/17, 21, 27, 6, 1, 2
2018/4/18, 19, 27, 6, , 2
2018/4/19, 17, 21, 14, 1, 2
2018/4/20, 23, 29, 7, , 1
2018/4/21, 15, 40, 7, , 1
2018/4/22, 19, 40, 14, , 2
2018/4/23, 25, 40, 11, 1, 2
2018/4/24, 27, 47, 7, 1, 2
2018/4/25, 32, 35, 19, 1, 2
2018/4/26, 35, 37, 6, 3, 2
2018/4/27, 24, 27, 16, 1, 2
2018/4/28, 32, 45, 8, , 2
2018/4/29, 45, 39, 5, , 2
2018/4/30, 32, 20, 9, , 2
2018/5/1, 19, 34, 11, 1, 2
2018/5/2, 33, 64, 7, 1, 2
2018/5/3, 43, 47, 11, , 2
2018/5/4, 60, 43, 11, 1, 2
2018/5/5, 56, 40, 5, , 1
2018/5/6, 25, 39, 11, 1, 2
2018/5/7, 44, 25, 11, , 2
2018/5/8, 46, 30, 12, 1, 2
2018/5/9, 39, 28, 11, , 2
2018/5/10, 31, 35, 10, , 2
2018/5/11, 37, 31, 4, , 1
2018/5/12, 33, 26, 12, 1, 2
2018/5/13, 41, 33, 6, , 1
2018/5/14, 41, 36, 5, , 2
2018/5/15, 32, 36, 7, 1, 2
2018/5/16, 48, 25, 8, 1, 1
2018/5/17, 40, 25, 11, 1, 3
2018/5/18, 47, 26, 6, 1, 1
2018/5/19, 32, 25, 7, , 1
2018/5/20, 33, 24, 4, , 1
2018/5/21, 25, 36, 8, 1, 1
2018/5/22, 35, 29, 16, 1, 3
2018/5/23, 46, 34, 7, 1, 1
2018/5/24, 39, 34, 8, , 2
2018/5/25, 42, 62, 6, 1, 2
2018/5/26, 55, 56, 8, 1, 2
2018/5/27, 65, 30, 6, , 1
2018/5/28, 51, 22, 5, , 1
2018/5/29, 42, 32, 6, 1, 2
2018/5/30, 55, 23, 13, 1, 2
2018/5/31, 59, 35, 6, 1, 2
2018/6/1, 51, 23, 5, 1, 2
2018/6/2, 31, 19, 5, 1, 1
2018/6/3, 39, 24, 2, , 1
2018/6/4, 23, 25, 7, , 1
2018/6/5, 28, 20, 10, 1, 2
2018/6/6, 34, 24, 6, , 1
2018/6/7, 30, 28, 4, , 1
2018/6/8, 37, 41, 13, 1, 3
2018/6/9, 52, 32, 12, 1, 2
2018/6/10, 47, 34, 5, 1, 1
2018/6/11, 36, 27, 6, 1, 1
2018/6/12, 38, 40, 4, , 1
2018/6/13, 37, 31, 3, , 1
2018/6/14, 41, 32, 6, , 1
2018/6/15, 43, 18, 7, 1, 1
2018/6/16, 39, 10, 8, , 2
2018/6/17, 47, , 7, 1, 2
2018/6/18, 58, 49, 4, 1, 2
2018/6/19, 67, 29, 4, , 1
2018/6/20, 45, 37, 9, 1, 1
2018/6/21, 43, 31, 10, 1, 2
2018/6/22, 55, 26, 9, 1, 1
2018/6/23, 52, 24, 7, 1, 1
2018/6/24, 48, 26, 5, , 2
2018/6/25, 51, 23, 5, , 1
2018/6/26, 31, 36, 8, , 1
2018/6/27, 45, 33, 4, , 1
2018/6/28, 42, 21, 6, , 2
2018/6/29, 27, 36, 7, 1, 2
2018/6/30, 41, 45, 9, 1, 2
2018/7/1, 63, 50, 6, 1, 2
2018/1/2, 20, 23, 20, 1, 2
2018/1/3, 37, 17, 23, 1, 3
2018/1/4, 58, 25, 18, 4, 2
2018/1/5, 43, 25, 6, 1, 1
2018/1/6, 31, 26, 7, , 1
2018/1/7, 22, 26, 14, 1, 2
2018/1/8, 31, 22, 17, 2, 2
2018/1/9, 58, 20, 18, 1, 2
2018/1/10, 56, 17, 19, 1, 3
2018/1/11, 38, 21, 15, 1, 2
