date, pm25, o3, no2, so2, co
2018/1/12, 47, 26, 8, , 1
2018/1/13, 32, 25, 4, , 
2018/1/14, 20, 25, 8, 1, 1
2018/1/15, 26, 21, 14, 3, 2
2018/1/16, 35, 15, 23, 1, 3
2018/1/17, 49, 13, 24, 1, 2
2018/1/18, 43, 20, 15, 1, 2
2018/1/19, 57, 16, 18, 1, 3
2018/1/20, 74, 26, 16, 1, 2
2018/1/21, 59, 26, 25, 1, 5
2018/1/22, 66, 15, 30, 1, 4
2018/1/23, 80, 17, 28, 2, 4
2018/1/24, 53, 26, 11, , 1
2018/1/25, 23, 26, 9, 1, 1
2018/1/26, 18, 25, 17, 1, 2
2018/1/27, 24, 32, 10, 1, 2
2018/1/28, 40, 29, 11, 1, 2
2018/1/29, 43, 24, 12, 1, 1
2018/1/30, 37, 25, 9, 1, 2
2018/1/31, 22, 25, 11, 1, 2
2018/2/1, 27, 22, 12, 1, 2
2018/2/2, 44, 21, 11, , 1
2018/2/3, 33, 27, 9, , 2
2018/2/4, 31, 25, 12, 1, 2
2018/2/5, 36, 26, 15, 1, 2
2018/2/6, 29, 22, 16, 1, 2
2018/2/7, 35, 6, 30, 1, 4
2018/2/8, 49, 25, 12, 1, 2
2018/2/9, 38, 27, 14, , 2
2018/2/10, 54, 28, 9, , 2
2018/2/11, 49, 13, 16, , 2
2018/2/12, 43, 26, 15, , 2
2018/2/13, 36, 26, 11, , 1
2018/2/14, 29, 25, 18, , 3
2018/2/15, 49, 6, 19, 1, 3
2018/2/16, 67, 27, 15, 1, 3
2018/2/17, 55, 29, 8, , 1
2018/2/18, 24, 26, 16, , 2
2018/2/19, 32, 31, 13, , 2
2018/2/20, 45, 27, 10, 1, 2
2018/2/21, 43, 27, 9, 1, 1
2018/2/22, 53, 26, 13, 1, 1
2018/2/23, 32, 26, 17, 1, 2
2018/2/24, 39, 20, 9, , 2
2018/2/25, 27, 28, 8, 1, 1
2018/2/26, 34, 26, 13, 1, 2
2018/2/27, 29, 31, 17, 1, 2
2018/2/28, 29, 33, 12, , 2
2018/3/1, 43, 30, 16, , 2
2018/3/2, 56, 33, 5, , 1
2018/3/3, 32, 32, 4, 1, 1
2018/3/4, 23, 32, 5, , 1
2018/3/5, 23, 31, 8, , 1
2018/3/6, 25, 28, 11, , 1
2018/3/7, 19, 32, 11, , 1
2018/3/8, 27, 27, 11, , 2
2018/3/9, 26, 26, 9, , 2
2018/3/10, 35, 29, 7, , 1
2018/3/11, 23, 29, 7, , 1
2018/3/12, 17, 32, 11, , 1
2018/3/13, 26, 33, 8, , 1
2018/3/14, 20, 31, 7, , 1
2018/3/15, 17, 31, 7, , 1
2018/3/16, 14, 29, 10, , 1
2018/3/17, 16, 34, 5, , 1
2018/3/18, 12, 33, 8, , 1
2018/3/19, 11, 29, 13, , 1
2018/3/20, 12, 24, 16, , 2
2018/3/21, 25, 27, 11, , 1
2018/3/22, 27, 30, 11, , 2
2018/3/23, 21, 31, 15, , 2
2018/3/24, 18, 34, 9, , 2
2018/3/25, 20, 31, 6, , 1
2018/3/26, 19, 32, 12, , 1
2018/3/27, 23, 32, 17, , 2
2018/3/28, 26, 28, 26, 1, 3
2018/3/29, 41, 24, 27, , 4
2018/3/30, 66, 29, 10, , 2
2018/3/31, 46, 36, 3, , 1
2018/4/1, 14, 36, 3, , 1
2017/10/2, 24, 21, 11, 1, 2
2017/10/3, 23, 26, 11, 2, 3
2017/10/4, 29, 39, 6, , 2
2017/10/5, 28, 33, 10, , 2
2017/10/6, 35, 27, 14, 1, 2
2017/10/7, 27, 35, 9, , 2
2017/10/8, 39, 21, 2, , 1
2017/10/9, 17, 16, 5, , 1
2017/10/10, 21, 22, 10, , 1
2017/10/11, 24, 14, 10, 1, 2
2017/10/12, 37, 22, 7, , 1
2017/10/13, 25, 23, 11, 2, 2
2017/10/14, 34, 16, 14, 1, 3
2017/10/15, 40, 26, 4, 1, 2
2017/10/16, 21, 22, 5, 1, 1
2017/10/17, 23, 22, 8, , 2
2017/10/18, 23, 29, 15, 1, 3
2017/10/19, 37, 38, 10, 1, 2
2017/10/20, 41, 28, 12, 1, 2
2017/10/21, 32, 33, 14, 1, 3
2017/10/22, 30, 26, 14, 1, 2
2017/10/23, 51, 24, 14, 1, 2
2017/10/24, 45, 29, 6, 1, 1
2017/10/25, 14, 25, 7, , 1
2017/10/27, 17, 24, 10, , 2
2017/10/28, 25, 34, 11, , 3
2017/10/29, 39, 30, 4, , 1
2017/10/30, 21, 30, 5, , 1
2017/10/31, 16, 22, 9, , 2
2017/11/1, 25, 10, 16, 1, 3
2017/11/2, 37, 26, 9, , 2
2017/11/3, 36, 26, 7, , 2
2017/11/4, 27, 19, 5, , 1
2017/11/5, 15, 20, 5, , 1
2017/11/6, 24, 22, 6, 1, 2
2017/11/7, 23, 14, 8, 1, 2
2017/11/8, 18, 19, 12, 2, 2
2017/11/9, 26, 20, 20, 3, 3
2017/11/10, 47, 27, 9, , 1
2017/11/11, 23, 24, 10, 3, 2
2017/11/12, 20, 14, 29, 3, 8
2017/11/13, 63, 11, 23, 2, 5
2017/11/14, 66, 18, 14, 2, 3
2017/11/15, 42, 20, 17, 2, 3
2017/11/16, 38, 19, 18, 1, 3
2017/11/17, 36, 20, 7, , 1
2017/11/18, 22, 17, 20, 1, 3
2017/11/19, 35, 29, 5, 1, 1
2017/11/20, 33, 24, 10, , 2
2017/11/21, 23, 29, 11, 1, 2
2017/11/22, 40, 19, 17, 2, 3
2017/11/23, 39, 22, 13, 2, 3
2017/11/24, 30, 21, 16, 1, 3
2017/11/25, 44, 29, 12, 1, 2
2017/11/26, 46, 22, 7, , 2
2017/11/27, 24, 23, 10, 1, 2
2017/11/28, 25, 24, 15, 1, 2
2017/11/29, 30, 27, 9, 1, 2
2017/11/30, 42, 19, 15, 1, 3
2017/12/1, 30, 18, 14, 1, 2
2017/12/2, 41, 13, 18, 1, 3
2017/12/3, 40, 16, 18, 2, 4
2017/12/4, 58, 16, 21, 2, 3
2017/12/5, 51, 26, 14, 1, 2
2017/12/6, 41, 28, 11, 1, 2
2017/12/7, 34, 20, 16, 1, 3
2017/12/8, 40, 17, 16, 1, 3
2017/12/9, 42, 11, 20, 1, 3
2017/12/10, 56, 20, 13, , 2
2017/12/11, 48, 16, 19, 2, 4
2017/12/12, 56, 13, 24, 1, 4
2017/12/13, 52, 24, 7, , 2
2017/12/14, 25, 25, 11, 1, 2
2017/12/15, 24, 18, 24, 1, 3
2017/12/16, 42, 22, 14, 1, 2
2017/12/17, 47, 27, 13, 1, 2
2017/12/18, 26, 11, 31, 1, 4
2017/12/19, 54, 18, 18, 1, 3
2017/12/20, 66, 25, 11, 1, 2
2017/12/21, 29, 20, 12, 1, 2
2017/12/22, 23, 20, 22, 1, 3
2017/12/23, 41, 13, 22, 1, 4
2017/12/24, 50, 24, 10, 1, 2
2017/12/25, 37, 26, 7, , 2
2017/12/26, 28, 27, 12, , 2
2017/12/27, 30, 24, 16, 1, 2
2017/12/28, 29, 25, 13, , 2
2017/12/29, 20, 21, 16, 1, 2
2017/12/30, 29, 18, 21, 1, 3
2017/12/31, 48, 22, 17, 1, 2
2018/1/1, 49, 27, 12, 1, 1
2017/7/2, 44, 35, 3, , 1
2017/7/3, 35, 35, 5, , 1
2017/7/4, 34, 24, 8, 5, 2
2017/7/5, 31, 26, 9, 2, 2
2017/7/6, 54, 29, 4, , 1
2017/7/7, 29, 22, 10, 1, 1
2017/7/8, 32, 41, 5, , 2
2017/7/9, 41, 25, 3, , 1
2017/7/10, 31, 42, 6, , 1
2017/7/11, 41, 36, 10, , 2
2017/7/12, 42, 36, 9, , 2
2017/7/13, 51, 24, 8, , 1
2017/7/14, 53, 17, 8, 1, 1
2017/7/15, 22, 26, 7, 1, 2
2017/7/16, 6, 30, 4, , 2
2017/7/17, 8, 40, 5, , 2
2017/7/18, 13, 36, 5, , 2
2017/7/19, 26, 45, 7, , 2
2017/7/20, 35, 51, 8, , 2
2017/7/21, 46, 41, 7, 1, 2
2017/7/22, 43, 34, 8, 1, 2
2017/7/23, 50, 20, 3, 1, 1
2017/7/24, 29, 20, 7, , 1
2017/7/25, 19, 18, 10, , 1
2017/7/26, 29, 23, 8, , 2
2017/7/27, 32, 25, 6, , 2
2017/7/28, 28, 32, 7, , 2
2017/7/29, 34, 20, 4, 1, 1
2017/7/30, 30, 21, 5, , 1
2017/7/31, 27, 36, 8, 1, 2
2017/8/1, 33, 34, 8, 1, 2
2017/8/2, 48, 39, 9, 1, 2
2017/8/3, 45, 41, 6, , 2
2017/8/4, 34, 31, 4, 1, 1
2017/8/5, 20, 20, 3, , 1
2017/8/6, 6, 21, 3, , 1
2017/8/7, 21, 25, 6, 1, 2
2017/8/8, 32, 28, 8, , 1
2017/8/9, 26, 34, 7, , 2
2017/8/10, 38, 54, 9, 1, 2
2017/8/11, 49, 32, 9, 1, 2
2017/8/12, 33, 33, 5, , 2
2017/8/13, 28, 35, 3, , 1
2017/8/14, 26, 27, 13, 1, 3
2017/8/15, 38, 37, 6, , 2
2017/8/16, 43, 33, 5, , 1
2017/8/17, 42, 33, 6, , 1
2017/8/18, 33, 32, 6, , 2
2017/8/19, 37, 24, 12, 1, 3
2017/8/20, 45, 25, 4, , 2
2017/8/21, 35, 39, 7, , 2
2017/8/22, 59, 42, 5, , 2
2017/8/23, 61, 31, 5, , 1
2017/8/24, 32, 33, 9, 1, 2
2017/8/25, 35, 25, 6, , 2
2017/8/26, 30, 30, 6, , 2
2017/8/27, 36, 28, 7, , 2
2017/8/28, 43, 25, 11, 1, 2
2017/8/29, 43, 17, 9, 1, 2
2017/8/30, 30, 23, 9, 1, 2
2017/8/31, 30, 32, 7, 1, 2
2017/9/1, 42, 25, 3, , 1
2017/9/2, 24, 30, 4, 1, 1
2017/9/3, 28, 29, 5, , 1
2017/9/4, 23, 35, 2, 1, 2
2017/9/5, 35, 37, 4, 1, 2
2017/9/6, 56, , , , 
2017/9/10, 35, 17, 5, 1, 2
2017/9/11, 24, 24, 7, , 2
2017/9/12, 26, 32, 10, 1, 2
2017/9/13, 32, 39, 9, 1, 2
2017/9/14, 36, 33, 7, , 2
2017/9/15, 36, 25, 12, , 2
2017/9/16, 53, 23, 22, 1, 3
2017/9/17, 58, 31, 14, 1, 3
2017/9/18, 45, 25, 11, , 2
2017/9/19, 24, 20, 7, , 1
2017/9/20, 13, 17, 4, , 1
2017/9/21, 8, 23, 4, , 1
2017/9/22, 29, 22, 4, , 1
2017/9/23, 23, 20, 5, , 2
2017/9/24, 18, 30, 17, 1, 4
2017/9/25, 43, 24, 17, 2, 3
2017/9/26, 40, 25, 12, , 3
2017/9/27, 23, 17, 6, 1, 2
2017/9/28, 20, 27, 4, , 1
2017/9/29, 18, 27, 8, , 2
2017/9/30, 16, 19, 10, , 2
2017/10/1, 24, 27, 6, , 1
2017/4/2, 16, 34, 9, , 2
2017/4/3, 19, 28, 18, , 3
2017/4/4, 18, 30, 10, , 2
2017/4/5, 26, 29, 11, , 2
2017/4/6, 20, 28, 14, , 2
2017/4/7, 13, 29, 7, , 2
2017/4/8, 26, 26, 5, , 2
2017/4/9, 12, 36, 6, , 2
2017/4/10, 18, 46, 10, 1, 2
2017/4/11, 29, 49, 8, 1, 2
2017/4/12, 52, 33, 12, , 3
2017/4/13, 55, 30, 7, , 2
2017/4/14, 18, 33, 13, , 3
2017/4/15, 22, 45, 6, , 2
2017/4/16, 26, 45, 2, , 2
2017/4/17, 44, 35, 6, , 2
2017/4/18, 21, 28, 4, , 2
2017/4/19, 19, 31, 6, , 2
2017/4/20, 28, 29, 8, , 2
2017/4/21, 37, 31, 9, , 2
2017/4/22, 23, 28, 8, , 2
2017/4/23, 21, 22, 6, , 2
2017/4/24, 22, 29, 11, , 2
2017/4/25, 24, 23, 10, , 2
2017/4/26, 25, 24, 19, , 2
2017/4/27, 33, 20, 14, , 2
2017/4/28, 36, 34, 10, , 2
2017/4/29, 39, 42, 8, 1, 2
2017/4/30, 48, 30, 3, , 1
2017/5/1, 19, 22, 8, , 1
2017/5/2, 22, 20, 19, 1, 4
2017/5/3, 42, 29, 6, , 1
2017/5/4, 12, 32, 10, , 2
2017/5/5, 22, 25, 12, , 2
2017/5/6, 30, 35, 8, , 2
2017/5/7, 29, 33, 3, , 1
2017/5/8, 27, 23, 6, , 1
2017/5/9, 18, 24, 12, , 2
2017/5/10, 25, 21, 11, , 2
2017/5/11, 25, 23, 8, , 1
2017/5/12, 20, 21, 10, , 2
2017/5/13, 21, 24, 9, 1, 2
2017/5/14, 22, 28, 4, , 1
2017/5/15, 19, 29, 7, , 2
2017/5/16, 21, 31, 7, , 1
2017/5/17, 22, 68, 10, 1, 2
2017/5/18, 41, 65, 7, 1, 2
2017/5/19, 54, 44, 5, , 1
2017/5/20, 36, 30, 5, 1, 1
2017/5/21, 18, 29, 5, 1, 1
2017/5/22, 22, 24, 10, , 2
2017/5/23, 18, 28, 12, , 2
2017/5/24, 15, 29, 13, 1, 2
2017/5/25, 31, 24, 13, , 1
2017/5/26, 17, 22, 8, , 1
2017/5/27, 13, 25, 4, , 1
2017/5/28, 12, 28, 5, 1, 2
2017/5/29, 25, 25, 5, , 1
2017/5/30, 17, 22, 11, , 2
2017/5/31, 23, 27, 7, , 2
2017/6/1, 25, 39, 10, , 2
2017/6/2, 20, 32, 7, , 1
2017/6/3, 18, 22, 5, , 1
2017/6/4, 11, 25, 3, , 1
2017/6/5, 15, 28, 9, , 1
2017/6/6, 16, 23, 7, , 1
2017/6/7, 14, 24, 10, , 1
2017/6/8, 22, 32, 12, , 
2017/6/9, 28, 34, 10, , 2
2017/6/10, 26, 56, 6, 1, 2
2017/6/11, 48, 59, 4, , 2
2017/6/12, 55, 62, 9, 1, 2
2017/6/13, 56, 54, 9, , 2
2017/6/14, 57, 29, 6, , 1
2017/6/15, 26, 27, 5, , 1
2017/6/16, 24, 23, 5, , 1
2017/6/17, 17, 17, 15, 1, 2
2017/6/18, 28, 21, 2, 1, 1
2017/6/19, 14, 23, 3, , 1
2017/6/20, 37, 42, 5, , 1
2017/6/21, 12, 43, 6, 1, 1
2017/6/22, 14, 31, 6, , 1
2017/6/23, 21, 45, 6, , 2
2017/6/24, 38, 31, 3, , 1
2017/6/25, 38, 36, 3, , 1
2017/6/26, 27, 34, 4, , 1
2017/6/27, 28, 40, 8, , 2
2017/6/28, 27, 24, 6, , 2
2017/6/29, 24, 38, 7, , 2
2017/6/30, 41, 42, 5, , 2
2017/7/1, 51, 28, 2, , 1
2017/1/3, 46, 23, 12, , 2
2017/1/4, 23, 21, 12, , 2
2017/1/5, 20, 21, 14, , 2
2017/1/6, 39, 18, 14, , 2
2017/1/7, 46, 23, 13, , 2
2017/1/8, 32, 27, 11, , 2
2017/1/9, 31, 19, 21, , 3
2017/1/10, 56, 23, 27, 1, 4
2017/1/11, 62, 29, 15, , 2
2017/1/12, 29, 24, 11, , 2
2017/1/13, 30, 29, 8, , 2
2017/1/14, 25, 25, 11, , 2
2017/1/15, 33, 28, 13, , 2
2017/1/16, 36, 25, 21, 1, 4
2017/1/17, 58, 17, 20, , 3
2017/1/18, 51, 15, 16, , 2
2017/1/19, 29, 20, 15, , 3
2017/1/20, 31, 13, 22, , 3
2017/1/21, 28, 12, 15, , 3
2017/1/22, 58, 23, 13, , 4
2017/1/23, 38, 29, 8, , 1
2017/1/24, 17, 30, 7, , 1
2017/1/25, 20, 25, 12, , 2
2017/1/26, 16, 21, 15, , 3
2017/1/27, 27, 21, 8, , 2
2017/1/28, 6, 20, 9, , 2
2017/1/29, 17, 24, 11, , 2
2017/1/30, 45, 25, 17, , 2
2017/1/31, 31, 23, 16, , 2
2017/2/1, 42, 21, 23, , 3
2017/2/2, 55, 24, 15, , 2
2017/2/3, 28, 26, 14, , 2
2017/2/4, 49, 28, 13, , 2
2017/2/5, 28, 29, 11, , 2
2017/2/6, 45, 28, 11, , 2
2017/2/7, 33, 23, 14, , 2
2017/2/8, 23, 18, 18, , 3
2017/2/9, 39, 26, 11, , 2
2017/2/10, 30, 27, 15, , 2
2017/2/11, 36, 14, 23, , 3
2017/2/12, 43, 23, 15, , 2
2017/2/13, 36, 27, 9, , 2
2017/2/14, 24, 23, 19, , 3
2017/2/15, 42, 19, 30, 1, 5
2017/2/16, 50, 20, 11, , 2
2017/2/17, 28, 27, 16, , 2
2017/2/18, 31, 31, 17, , 2
2017/2/19, 49, 34, 13, , 2
2017/2/20, 37, 32, 11, , 2
2017/2/21, 27, 31, 19, , 2
2017/2/22, 37, 29, 20, , 3
2017/2/23, 39, 34, 20, , 3
2017/2/25, 21, 31, 5, , 1
2017/2/26, 24, 29, 4, , 1
2017/2/27, 30, 28, 12, , 2
2017/2/28, 28, 26, 16, , 3
2017/3/1, 51, 26, 8, , 2
2017/3/2, 28, 32, 7, , 1
2017/3/3, 19, 29, 10, , 2
2017/3/4, 17, 29, 4, , 2
2017/3/5, 13, 31, 5, , 2
2017/3/6, 13, 23, 18, , 3
2017/3/7, 33, 33, 17, , 2
2017/3/8, 31, 32, 9, , 2
2017/3/9, 29, 32, 11, , 2
2017/3/10, 16, 26, 15, , 2
2017/3/11, 29, 28, 7, , 2
2017/3/12, 23, 20, 5, , 2
2017/3/13, 34, 22, 10, , 2
2017/3/14, 27, 23, 14, , 2
2017/3/15, 24, 25, 7, , 2
2017/3/16, 22, 32, 9, , 2
2017/3/17, 20, 33, 14, , 2
2017/3/18, 25, 31, 11, , 2
2017/3/19, 26, 28, 8, , 2
2017/3/20, 22, 34, 17, , 2
2017/3/21, 20, 36, 17, , 2
2017/3/22, 39, 30, 7, , 2
2017/3/23, 17, 31, 8, , 1
2017/3/24, 13, 28, 20, , 1
2017/3/25, 36, 19, 16, , 2
2017/3/26, 50, 33, 8, , 1
2017/3/27, 29, 26, 20, , 1
2017/3/28, 34, 25, 13, , 2
2017/3/29, 27, 28, 9, , 2
2017/3/30, 17, 33, 10, , 2
2017/3/31, 17, 28, 14, , 2
2017/4/1, 21, 32, 6, , 1
2016/10/2, 5, 20, 7, , 1
2016/10/3, 11, 17, 11, , 2
2016/10/4, 18, 18, 10, , 1
2016/10/5, 20, 22, 14, , 2
2016/10/6, 27, 18, 26, 2, 5
2016/10/7, 32, 25, 28, 1, 5
2016/10/8, 25, 22, 18, , 3
2016/10/9, 30, 21, 8, 1, 2
2016/10/11, 16, 20, 18, , 3
2016/10/12, 29, 21, 20, , 3
2016/10/13, 33, 24, 18, , 3
2016/10/14, 7, 22, 10, , 2
2016/10/15, 22, 21, 14, , 3
2016/10/16, 34, 34, 8, , 2
2016/10/17, 27, 26, 18, , 3
2016/10/18, 17, 25, 16, 1, 3
2016/10/19, 35, 27, 16, , 2
2016/10/20, 30, 17, 11, , 2
2016/10/21, 23, 20, 14, , 3
2016/10/22, 22, 14, 7, , 2
2016/10/23, 15, 23, 4, , 1
2016/10/24, 20, 22, 11, , 2
2016/10/25, 27, 21, 12, , 2
2016/10/26, 28, 20, 11, , 2
2016/10/27, 21, 17, 16, , 2
2016/10/28, 30, 23, 11, , 2
2016/10/29, 16, 15, 11, , 3
2016/10/30, 22, 19, 9, , 2
2016/10/31, 27, 17, 7, , 2
2016/11/1, 17, 15, 19, 1, 3
2016/11/4, 30, 17, 9, , 2
2016/11/5, 21, 15, 15, , 3
2016/11/6, 34, 15, 9, 1, 2
2016/11/7, 19, 14, 16, 3, 3
2016/11/8, 30, 6, 34, 2, 7
2016/11/9, 51, 19, 34, 1, 4
2016/11/10, 46, 20, 29, , 2
2016/11/11, 27, 22, 24, , 2
2016/11/12, 35, 26, 23, , 2
2016/11/13, 23, 27, 26, , 2
2016/11/14, 29, 23, 44, 1, 4
2016/11/15, 42, 24, 29, , 5
2016/11/16, 58, 19, 22, 1, 3
2016/11/17, 24, 21, 11, , 2
2016/11/18, 18, 20, 19, , 4
2016/11/19, 33, 16, 12, , 2
2016/11/20, 27, 21, 6, , 2
2016/11/21, 5, 23, 14, , 2
2016/11/22, 39, 24, 12, , 2
2016/11/23, 26, 24, 10, , 2
2016/11/24, 26, 11, 19, , 3
2016/11/25, 33, 8, 20, 1, 4
2016/11/26, 53, 8, 12, , 4
2016/11/27, 46, 23, 7, , 2
2016/11/28, 25, 18, 24, 1, 4
2016/11/29, 39, 24, 24, 2, 6
2016/11/30, 43, 17, 17, 1, 4
2016/12/1, 23, 21, 14, , 2
2016/12/2, 31, 8, 15, 1, 3
2016/12/3, 27, 17, 7, , 2
2016/12/4, 18, 28, 8, , 2
2016/12/5, 20, 9, 33, 1, 4
2016/12/6, 52, 16, 22, 1, 4
2016/12/7, 37, 20, 21, , 4
2016/12/8, 49, 11, 18, 1, 4
2016/12/9, 55, 24, 12, , 2
2016/12/10, 22, 24, 12, , 2
2016/12/11, 25, 20, 21, 1, 4
2016/12/12, 57, 14, 23, , 4
2016/12/13, 39, 16, 16, , 3
2016/12/14, 37, 19, 22, , 3
2016/12/15, 55, 26, 12, , 2
2016/12/16, 31, 24, 15, , 2
2016/12/17, 46, 5, 28, 1, 5
2016/12/18, 61, 22, 9, , 2
2016/12/19, 40, 26, 13, 1, 2
2016/12/20, 34, 16, 23, 2, 3
2016/12/21, 49, 19, 24, 1, 3
2016/12/22, 57, 5, 29, 1, 5
2016/12/23, 70, 22, 19, 1, 3
2016/12/24, 40, 15, 17, , 3
2016/12/25, 52, 26, 10, , 2
2016/12/26, 28, 27, 15, , 2
2016/12/27, 37, 26, 8, , 2
2016/12/28, 18, 18, 15, , 3
2016/12/29, 30, 15, 21, 1, 6
2016/12/30, 47, 22, 8, , 2
2016/12/31, 21, 22, 10, , 3
2017/1/1, 40, 23, 12, , 3
2017/1/2, 28, 20, 25, 1, 7
2016/7/2, 38, 27, 5, , 1
2016/7/3, 12, 33, 4, , 1
2016/7/4, 42, 42, 4, , 1
2016/7/5, 44, 29, 12, , 2
2016/7/6, 47, 50, 12, , 2
2016/7/7, 39, 38, 8, , 2
2016/7/8, 36, 24, 6, , 1
2016/7/9, 20, 19, 3, , 1
2016/7/10, 14, 20, 5, , 1
2016/7/11, 15, 20, 10, , 2
2016/7/12, 31, 40, 11, , 1
2016/7/13, 24, 42, 6, , 1
2016/7/14, 34, 27, 4, , 1
2016/7/15, 13, 41, 9, , 2
2016/7/16, 20, 37, 8, , 1
2016/7/17, 23, 29, 11, , 2
2016/7/18, 38, 48, 13, , 2
2016/7/19, 35, 27, 6, , 1
2016/7/20, 27, 24, 6, , 1
2016/7/21, 27, 59, 12, , 2
2016/7/22, 40, 64, 8, , 2
2016/7/23, 46, 32, 5, , 1
2016/7/24, 38, 26, 8, , 1
2016/7/25, 12, 44, 18, 1, 4
2016/7/26, 48, 25, 8, , 1
2016/7/27, 27, 35, 7, , 1
2016/7/28, 23, 44, 11, , 2
2016/7/29, 40, 26, 11, , 2
2016/7/30, 48, 22, 6, , 1
2016/7/31, 30, 21, 5, , 1
2016/8/1, 34, 17, 6, , 1
2016/8/2, 28, 14, 8, , 2
2016/8/3, 26, 18, 6, , 1
2016/8/4, 27, 32, 8, , 1
2016/8/5, 20, 38, 7, , 1
2016/8/6, 28, 29, 7, , 1
2016/8/7, 30, 17, 10, , 2
2016/8/9, 13, 26, 8, , 2
2016/8/10, 18, 32, 7, , 2
2016/8/11, 28, 37, 9, , 1
2016/8/12, 26, 33, 8, , 1
2016/8/13, 10, 19, 5, , 1
2016/8/14, 27, 29, 6, , 1
2016/8/15, 14, 24, 8, , 1
2016/8/16, 19, 25, 13, , 2
2016/8/17, 29, 23, 6, , 1
2016/8/18, 8, 29, 13, , 2
2016/8/19, 25, 20, 10, , 8
2016/8/20, 21, 28, 6, , 2
2016/8/21, 34, 22, 3, , 1
2016/8/22, 28, 21, 5, , 1
2016/8/23, 13, 26, 9, , 1
2016/8/24, 25, 40, 12, , 2
2016/8/25, 31, 46, 7, , 2
2016/8/26, 27, 30, 9, , 1
2016/8/27, 13, 27, 5, , 2
2016/8/28, 19, 24, 3, , 1
2016/8/29, 15, 27, 6, , 1
2016/8/30, 14, 28, 10, , 2
2016/8/31, 27, 37, 8, , 2
2016/9/1, 17, 25, 12, , 2
2016/9/2, 19, 15, 5, , 1
2016/9/3, 22, 17, 8, , 1
2016/9/4, 20, 18, 4, , 1
2016/9/5, 20, 23, 2, , 1
2016/9/6, 18, 16, 9, , 1
2016/9/7, 6, 21, 13, , 1
2016/9/8, 17, 29, 11, , 2
2016/9/9, 21, 24, 13, , 2
2016/9/10, 20, 26, 10, , 2
2016/9/11, 30, 25, 3, , 1
2016/9/12, 27, 22, 8, , 1
2016/9/13, 26, 33, 9, , 1
2016/9/14, 22, 35, 9, , 1
2016/9/15, 24, 19, 5, , 1
2016/9/16, 17, 24, 10, , 2
2016/9/17, 34, 29, 5, , 1
2016/9/18, 29, 26, 2, , 1
2016/9/20, 7, 17, 13, , 1
2016/9/21, 11, 29, 14, , 
2016/9/22, 20, 25, 17, , 2
2016/9/23, 24, 26, 13, , 1
2016/9/24, 18, 20, 4, , 1
2016/9/25, 17, 25, 2, , 1
2016/9/26, 21, 21, 13, , 2
2016/9/27, 13, 21, 13, , 2
2016/9/28, 14, 21, 8, , 1
2016/9/29, 17, 18, 7, , 
2016/9/30, 18, 21, 7, , 1
2016/10/1, 23, 23, 6, , 1
2016/4/2, 16, 26, 11, 1, 2
2016/4/3, 13, 25, 9, , 2
2016/4/4, 24, 22, 18, 3, 2
2016/4/5, 34, 30, 10, , 2
2016/4/6, 34, 30, 17, 2, 2
2016/4/7, 42, 38, 9, , 2
2016/4/8, 23, 26, 10, 1, 2
2016/4/9, 19, 29, 11, , 2
2016/4/10, 31, 31, 8, , 2
2016/4/11, 34, 36, 9, , 2
2016/4/12, 30, 38, 10, , 1
2016/4/13, 35, 27, 12, , 2
2016/4/14, 26, 26, 17, , 2
2016/4/15, 33, 31, 18, , 2
2016/4/16, 36, 32, 8, , 1
2016/4/17, 30, 31, 10, , 2
2016/4/18, 45, 32, 16, 1, 2
2016/4/19, 29, 28, 14, , 2
2016/4/20, 35, 32, 8, , 2
2016/4/21, 20, 40, 13, , 2
2016/4/22, 25, 41, 16, , 2
2016/4/23, 45, 31, 7, , 2
2016/4/24, 5, 32, 5, , 1
2016/4/25, 21, 26, 19, , 2
2016/4/26, 33, 28, 11, , 1
2016/4/27, 11, 32, 11, , 2
2016/4/28, 20, 32, 9, , 2
2016/4/29, 26, 27, 7, , 2
2016/4/30, 27, 31, 7, , 2
2016/5/1, 25, 26, 7, , 2
2016/5/2, 23, 22, 14, , 2
2016/5/3, 18, 22, 13, , 2
2016/5/4, 14, 21, 10, , 1
2016/5/5, 20, 19, 8, , 1
2016/5/6, 11, 20, 6, , 1
2016/5/7, 22, 15, 9, , 1
2016/5/8, 18, 27, 6, , 1
2016/5/9, 17, 31, 8, 1, 1
2016/5/10, 20, 31, 11, , 1
2016/5/11, 21, 35, 19, 1, 2
2016/5/12, 31, 60, 14, , 2
2016/5/13, 27, 33, , , 
2016/5/14, 25, 40, , , 
2016/5/15, 9, 26, 2, , 1
2016/5/16, 12, 29, 7, , 1
2016/5/17, 18, 32, 12, , 1
2016/5/18, 28, 26, 8, , 1
2016/5/19, 23, 27, 18, 1, 2
2016/5/20, 28, 36, 9, 1, 2
2016/5/21, 24, 28, 9, , 2
2016/5/22, 41, 41, 7, , 1
2016/5/23, 9, 34, 17, 1, 3
2016/5/24, 30, 25, 8, , 1
2016/5/25, 18, 46, 15, , 2
2016/5/26, 37, 40, 18, 1, 2
2016/5/27, 58, 40, 20, 1, 4
2016/5/28, 78, 48, 6, , 2
2016/5/29, 44, 36, 5, , 2
2016/5/30, 64, 24, 5, , 1
2016/5/31, 20, 35, 13, , 1
2016/6/1, 13, 26, 7, 1, 1
